session,max(zerocrossing(zerocrossing)),mean(zerocrossing(zerocrossing)),var(zerocrossing(zerocrossing))
Ses02F_script01_1_F028,7513.0,7255.4,26266.24
Ses02F_script01_1_F036,7218.0,6938.0,40320.6666667
Ses02F_script01_1_F037,7296.0,7108.8,37050.16
Ses02F_script01_1_F038,6735.0,6692.25,1339.6875
Ses02F_script01_1_F040,7696.0,7482.5,17400.5833333
Ses02F_script01_1_F044,7714.0,7559.0,17916.8
Ses02F_script01_1_M011,7901.0,7357.13636364,115242.481405
Ses02F_script01_1_M013,7576.0,7168.2,101329.76
Ses02F_script01_1_M017,7512.0,7445.75,1761.6875
Ses02F_script01_1_M021,7490.0,7036.6,73251.04
Ses02F_script01_1_M023,7199.0,7049.75,22062.6875
Ses02F_script01_1_M025,7022.0,7014.0,64.0
Ses02F_script01_1_M027,7479.0,7223.32,26784.1376
Ses02F_script01_1_M029,7339.0,6967.66666667,75880.2222222
Ses02F_script01_1_M036,7178.0,6873.83333333,47662.4722222
Ses02F_script01_1_M037,7465.0,7156.83333333,62649.8055556
Ses02F_script01_1_M038,7912.0,7102.64285714,197785.658163
Ses02F_script01_1_M040,7318.0,7136.6,19918.24
Ses02F_script01_1_M043,7618.0,7462.0,21370.5
Ses02F_script01_1_M044,7697.0,7359.0,63377.0
Ses02F_script01_2_F005,7312.0,7070.0,48602.0
Ses02F_script01_2_F012,7406.0,7085.9,26449.89
Ses02F_script01_2_F013,7526.0,6877.5,153165.678571
Ses02F_script01_2_M001,7493.0,7100.0,121474.0
Ses02F_script01_2_M002,7782.0,7314.81818182,83572.6942149
Ses02F_script01_2_M004,7445.0,7281.0,24782.0
Ses02F_script01_2_M005,7218.0,7112.33333333,7864.22222222
Ses02F_script01_2_M006,7027.0,6934.33333333,13264.2222222
Ses02F_script01_2_M007,7466.0,7396.0,8092.66666667
Ses02F_script01_2_M008,7475.0,7209.0,37478.0
Ses02F_script01_2_M016,7688.0,7544.5,11024.25
Ses02F_script01_2_M017,7218.0,6759.75,73819.6875
Ses02F_script01_2_M018,7572.0,7206.5,86531.75
Ses02F_script01_3_F009,7962.0,7486.0,72199.6
Ses02F_script01_3_F012,7825.0,7467.6,50621.84
Ses02F_script01_3_F013,7623.0,7336.0,48996.5
Ses02F_script01_3_F014,7550.0,7150.33333333,80570.8888889
Ses02F_script01_3_F016,7637.0,7338.29411765,44447.6193772
Ses02F_script01_3_F020,8025.0,7520.22222222,61273.2839506
Ses02F_script01_3_F021,8028.0,7791.75,50273.1875
Ses02F_script01_3_F022,7826.0,7703.0,25604.6666667
Ses02F_script01_3_F023,7704.0,7586.0,13924.0
Ses02F_script01_3_F024,7722.0,7547.33333333,43544.8888889
Ses02F_script01_3_F025,7428.0,7217.0,24542.0
Ses02F_script01_3_F026,8099.0,7664.5,75534.75
Ses02F_script01_3_F029,7626.0,7117.25,100262.6875
Ses02F_script01_3_M001,7193.0,7053.0,9832.66666667
Ses02F_script01_3_M020,7560.0,7326.33333333,19831.5555556
Ses02F_script01_3_M021,7899.0,7499.88888889,40001.654321
Ses02F_script01_3_M022,7379.0,7161.25,27938.1875
Ses02F_script01_3_M023,8087.0,7307.42857143,108508.387755
Ses02F_script01_3_M024,7840.0,7385.25,112097.1875
Ses02F_script01_3_M025,7159.0,7058.33333333,5589.55555556
Ses02F_script01_3_M026,7544.0,7235.1,26661.69
Ses02F_script01_3_M027,7684.0,7306.75,67658.4732143
Ses02F_script01_3_M028,7595.0,7287.94117647,40607.1141869
Ses02F_script01_3_M029,8040.0,7392.0,127737.407407
Ses02F_script01_3_M030,8506.0,7489.69565217,238218.124764
Ses02F_script01_3_M031,8122.0,7417.6,80631.9733333
Ses02F_script01_3_M032,7614.0,7214.55882353,67506.4818339
Ses02F_script01_3_M033,7747.0,7405.2173913,27233.9092628
Ses02F_script01_3_M034,7883.0,7520.0,36974.2105263
Ses02F_script02_1_F001,7210.0,7044.0,27556.0
Ses02F_script02_1_F005,7717.0,7624.0,8649.0
Ses02F_script02_1_F019,7352.0,7247.0,8697.0
Ses02F_script02_1_F021,7484.0,7433.0,2601.0
Ses02F_script02_1_M009,7222.0,7078.5,20592.25
Ses02F_script02_1_M010,7526.0,6973.78571429,72182.0255102
Ses02F_script02_1_M012,7722.0,7307.11111111,150750.54321
Ses02F_script02_1_M013,7281.0,7057.18181818,39794.5123967
Ses02F_script02_1_M017,7242.0,7234.0,64.0
Ses02F_script02_1_M019,7155.0,7155.0,0.0
Ses02F_script02_1_M020,7403.0,7147.5,65280.25
Ses02F_script02_1_M021,7721.0,7210.15384615,66403.3609467
Ses02F_script02_1_M031,7317.0,7163.375,12887.984375
Ses02F_script02_1_M033,7555.0,7139.0,128864.0
Ses02F_script02_1_M043,7321.0,7167.0,14258.0
Ses02F_script02_1_M044,7201.0,7179.0,484.0
Ses02F_script02_2_F000,7640.0,7551.0,7921.0
Ses02F_script02_2_F005,7373.0,7083.07142857,21724.3520408
Ses02F_script02_2_F006,7585.0,7203.875,39893.859375
Ses02F_script02_2_F011,7736.0,6924.25925926,156847.080933
Ses02F_script02_2_F015,7699.0,7384.16666667,40314.8055556
Ses02F_script02_2_F016,7475.0,7138.25,50351.3875
Ses02F_script02_2_F017,8152.0,7496.73684211,100985.878116
Ses02F_script02_2_F018,7682.0,7159.70588235,146558.795848
Ses02F_script02_2_F019,7390.0,7210.22222222,16071.9506173
Ses02F_script02_2_F020,7907.0,7542.6,25429.44
Ses02F_script02_2_F021,7815.0,7644.5,29070.25
Ses02F_script02_2_F022,7734.0,7734.0,0.0
Ses02F_script02_2_F024,7533.0,7533.0,0.0
Ses02F_script02_2_F031,7476.0,7147.8,44648.76
Ses02F_script02_2_F033,7625.0,7414.5,25066.25
Ses02F_script02_2_F034,8140.0,7544.36666667,121492.765556
Ses02F_script02_2_F035,7751.0,7548.33333333,46147.5555556
Ses02F_script02_2_F038,7980.0,7409.875,92626.234375
Ses02F_script02_2_F041,7656.0,7241.6,62778.64
Ses02F_script02_2_F042,7709.0,7434.14285714,25708.122449
Ses02F_script02_2_F043,8053.0,7514.88235294,35647.7508651
Ses02F_script02_2_F044,7677.0,7184.25,174684.6875
Ses02F_script02_2_F045,7909.0,7735.66666667,44984.8888889
Ses02F_script02_2_M001,6898.0,6880.0,324.0
Ses02F_script02_2_M002,6888.0,6642.5,45973.75
Ses02F_script02_2_M003,7644.0,7295.0,99851.5
Ses02F_script02_2_M005,7604.0,7369.30769231,25012.6745562
Ses02F_script02_2_M007,7598.0,7259.85,39532.5275
Ses02F_script02_2_M009,7232.0,6913.5,83998.75
Ses02F_script02_2_M010,6859.0,6682.66666667,29084.2222222
Ses02F_script02_2_M013,7260.0,6870.16666667,105490.138889
Ses02F_script02_2_M016,7710.0,7184.33333333,51447.3333333
Ses02F_script02_2_M017,7903.0,7265.08333333,128549.743056
Ses02F_script02_2_M018,7327.0,7313.0,104.0
Ses02F_script02_2_M019,7501.0,7001.83333333,93789.6944444
Ses02F_script02_2_M020,7544.0,7167.77777778,70127.2839506
Ses02F_script02_2_M021,7756.0,7200.6,107396.04
Ses02F_script02_2_M022,7564.0,7519.66666667,3504.22222222
Ses02F_script02_2_M023,7100.0,6871.66666667,30828.2222222
Ses02F_script02_2_M029,7891.0,7034.19047619,318615.106576
Ses02F_script02_2_M031,7462.0,7046.90322581,45954.9906348
Ses02F_script02_2_M033,6707.0,6631.5,5700.25
Ses02F_script02_2_M034,7205.0,7094.5,12210.25
Ses02F_script02_2_M035,8051.0,7649.66666667,108824.888889
Ses02F_script02_2_M036,7417.0,7248.25,27565.6875
Ses02F_script02_2_M037,7506.0,7241.0,26849.2
Ses02F_script02_2_M038,8037.0,7315.5,144792.45
Ses02F_script02_2_M041,8024.0,7498.63636364,74429.8677686
Ses02F_script02_2_M042,7501.0,7404.0,9132.66666667
Ses02F_script02_2_M043,7482.0,7297.66666667,28342.8888889
Ses02F_script02_2_M045,7648.0,7063.66666667,367766.666667
Ses02F_script02_2_M046,7278.0,7214.0,2648.0
Ses02F_script03_1_F006,7179.0,7069.75,4258.6875
Ses02F_script03_1_F007,7324.0,7054.71428571,44198.7755102
Ses02F_script03_1_F008,7830.0,7430.42857143,64855.1020408
Ses02F_script03_1_F009,7609.0,7380.57142857,29267.6734694
Ses02F_script03_1_F010,7754.0,7363.5,113112.75
Ses02F_script03_1_F012,7060.0,6946.5,12882.25
Ses02F_script03_1_F013,7458.0,7210.66666667,38086.5555556
Ses02F_script03_1_F014,7596.0,7277.4,40096.24
Ses02F_script03_1_F015,7490.0,7238.83333333,66427.8055556
Ses02F_script03_1_F016,7355.0,7060.25,47154.6875
Ses02F_script03_1_F017,7618.0,7141.41666667,88703.9097222
Ses02F_script03_1_F019,7348.0,7176.0,25373.5
Ses02F_script03_1_F020,7368.0,7115.25,24576.1875
Ses02F_script03_1_F021,8103.0,7299.8,118320.56
Ses02F_script03_1_F022,7245.0,7086.25,15762.6875
Ses02F_script03_1_F023,7574.0,7108.44444444,74902.2469136
Ses02F_script03_1_F024,7922.0,7473.0,94743.2727273
Ses02F_script03_1_F025,7798.0,7139.8,363043.36
Ses02F_script03_1_F026,7352.0,7137.5,15274.25
Ses02F_script03_1_F027,7795.0,7403.8,54132.56
Ses02F_script03_1_F028,7573.0,7135.64285714,70942.6581633
Ses02F_script03_1_M001,6976.0,6964.5,132.25
Ses02F_script03_1_M004,7061.0,6886.0,15974.0
Ses02F_script03_1_M005,7211.0,7061.44444444,11592.4691358
Ses02F_script03_1_M007,7172.0,7087.33333333,8984.22222222
Ses02F_script03_1_M008,7665.0,7188.11111111,108233.876543
Ses02F_script03_1_M009,7398.0,7273.0,6071.5
Ses02F_script03_1_M010,7778.0,7263.14285714,203581.55102
Ses02F_script03_1_M012,7048.0,6902.0,13038.0
Ses02F_script03_1_M013,7608.0,6877.28571429,161178.061224
Ses02F_script03_1_M014,6798.0,6629.66666667,28706.5555556
Ses02F_script03_1_M015,7011.0,6798.2,25242.96
Ses02F_script03_1_M016,6442.0,6391.0,2601.0
Ses02F_script03_1_M017,7399.0,7110.71428571,37367.3469388
Ses02F_script03_1_M018,7174.0,7149.75,428.6875
Ses02F_script03_1_M021,7362.0,6774.8,255741.76
Ses02F_script03_1_M024,7481.0,7074.33333333,87492.5079365
Ses02F_script03_1_M025,7287.0,6989.6,73055.44
Ses02F_script03_1_M026,7403.0,7018.0,80218.0
Ses02F_script03_1_M028,7274.0,7061.75,23370.6875
Ses02F_script03_1_M029,7433.0,7096.27272727,50064.0165289
Ses02F_script03_1_M031,7084.0,6997.5,6194.75
Ses02F_script03_1_M033,7470.0,7221.0,37654.5
Ses02F_script03_1_M034,7186.0,7018.66666667,16625.1111111
Ses02F_script03_2_F007,7453.0,7175.5,88105.0
Ses02F_script03_2_F011,7443.0,7172.75,20135.9375
Ses02F_script03_2_F012,7347.0,7140.8,20423.36
Ses02F_script03_2_F013,7303.0,7008.5,58123.25
Ses02F_script03_2_F014,6933.0,6799.0,17956.0
Ses02F_script03_2_F018,6898.0,6671.0,29606.5
Ses02F_script03_2_F020,7108.0,6887.0,48110.5
Ses02F_script03_2_F025,7278.0,7223.0,4034.0
Ses02F_script03_2_F029,7067.0,6902.66666667,15862.8888889
Ses02F_script03_2_F031,7407.0,7220.5,34782.25
Ses02F_script03_2_F034,7266.0,7127.25,19145.1875
Ses02F_script03_2_F035,7586.0,7118.55555556,38295.8024691
Ses02F_script03_2_F036,7062.0,6803.875,36157.859375
Ses02F_script03_2_F037,6401.0,6183.75,45786.6875
Ses02F_script03_2_F038,7451.0,6965.63636364,116854.049587
Ses02F_script03_2_F039,7146.0,6652.83333333,151419.972222
Ses02F_script03_2_F040,7174.0,6734.625,108060.234375
Ses02F_script03_2_F041,7269.0,7181.0,6352.66666667
Ses02F_script03_2_F042,7228.0,6800.88888889,128842.765432
Ses02F_script03_2_F043,7261.0,6489.14285714,192968.693878
Ses02F_script03_2_M000,7451.0,7176.57142857,38511.6734694
Ses02F_script03_2_M001,7402.0,6954.16666667,97552.8055556
Ses02F_script03_2_M006,7164.0,7074.5,8010.25
Ses02F_script03_2_M007,7500.0,7320.0,24054.5
Ses02F_script03_2_M009,7383.0,6809.125,192195.359375
Ses02F_script03_2_M011,7524.0,7008.5,98920.9166667
Ses02F_script03_2_M013,7607.0,7292.11111111,74712.5432099
Ses02F_script03_2_M027,7449.0,7369.25,2545.1875
Ses02F_script03_2_M030,7348.0,6977.25,85328.1875
Ses02F_script03_2_M036,7043.0,6931.5,11796.75
Ses02F_script03_2_M037,7254.0,7015.6,18789.44
Ses02F_script03_2_M038,7108.0,6986.0,14884.0
Ses02F_script03_2_M039,6850.0,6767.5,6356.25
Ses02F_script03_2_M041,7556.0,7093.76923077,69457.2544379
Ses02F_script03_2_M042,6694.0,6476.33333333,35393.5555556
Ses02F_script03_2_M043,6931.0,6870.5,3660.25
Ses02F_script03_2_M044,6386.0,6299.33333333,3971.55555556
Ses02F_script03_2_M045,7520.0,7279.33333333,29072.8888889
Ses02F_script03_2_M046,7279.0,7203.8,5888.16
Ses02F_script03_2_M047,6649.0,6419.75,24674.4375
Ses02M_impro01_F000,7660.0,7390.5,39525.25
Ses02M_impro01_F001,7473.0,7206.5,71022.25
Ses02M_impro01_F002,7191.0,6981.5,39235.5833333
Ses02M_impro01_F003,7332.0,6847.46153846,189641.940828
Ses02M_impro01_F004,7648.0,7409.0,28664.6666667
Ses02M_impro01_F005,8056.0,7481.69230769,96559.5976331
Ses02M_impro01_F006,8051.0,7575.4,69361.04
Ses02M_impro01_F015,7205.0,7178.5,702.25
Ses02M_impro01_F016,7741.0,7552.0,35721.0
Ses02M_impro01_M001,7229.0,7045.6,26137.44
Ses02M_impro01_M002,7246.0,7011.0,20634.5
Ses02M_impro01_M003,7557.0,7352.66666667,40062.8888889
Ses02M_impro01_M004,6871.0,6681.28571429,8071.34693878
Ses02M_impro01_M005,7299.0,7091.66666667,38089.2222222
Ses02M_impro01_M007,7511.0,7091.375,99153.984375
Ses02M_impro01_M008,7258.0,7111.75,9173.1875
Ses02M_impro01_M009,7404.0,7142.38461538,28175.6213018
Ses02M_impro01_M010,7273.0,6875.0,92258.4615385
Ses02M_impro01_M011,7561.0,7146.75,83998.1875
Ses02M_impro01_M018,7221.0,6865.53846154,135486.710059
Ses02M_impro01_M019,7285.0,6992.75,45022.1875
Ses02M_impro02_F000,7823.0,7508.5,56060.25
Ses02M_impro02_F001,7817.0,7157.6,93380.1066667
Ses02M_impro02_F002,7746.0,7570.2,9732.16
Ses02M_impro02_F003,7127.0,7064.5,3906.25
Ses02M_impro02_F004,7136.0,6937.71428571,52923.6326531
Ses02M_impro02_F005,7227.0,7186.0,848.666666667
Ses02M_impro02_F006,7076.0,7061.0,225.0
Ses02M_impro02_F007,7566.0,7299.0,38418.0
Ses02M_impro02_F008,7753.0,7187.33333333,108007.555556
Ses02M_impro02_F009,7469.0,7060.22222222,48377.9506173
Ses02M_impro02_F010,7588.0,7063.84615385,141911.207101
Ses02M_impro02_F012,7896.0,7195.125,147713.109375
Ses02M_impro02_F013,7106.0,6979.0,7468.88888889
Ses02M_impro02_F014,7209.0,7076.2,6943.76
Ses02M_impro02_M000,7661.0,7291.5,41713.75
Ses02M_impro02_M001,7554.0,7329.0,14084.2222222
Ses02M_impro02_M002,7032.0,7032.0,0.0
Ses02M_impro02_M007,7446.0,7188.5,50624.25
Ses02M_impro02_M008,7437.0,7179.75,41441.5208333
Ses02M_impro02_M009,7555.0,7224.05555556,51281.941358
Ses02M_impro02_M013,7605.0,7323.47058824,33083.7785467
Ses02M_impro02_M014,7486.0,7224.3125,31685.2148438
Ses02M_impro02_M017,7552.0,7212.44444444,58362.0246914
Ses02M_impro02_M018,7569.0,7267.04,28196.0384
Ses02M_impro03_M010,7497.0,7101.06666667,54409.9288889
Ses02M_impro03_M011,7000.0,6718.5,22474.25
Ses02M_impro03_M012,6840.0,6840.0,0.0
Ses02M_impro03_M014,7145.0,7088.5,3192.25
Ses02M_impro03_M015,7072.0,7020.33333333,2968.22222222
Ses02M_impro03_M017,7075.0,7026.42857143,1448.24489796
Ses02M_impro03_M021,7611.0,7067.875,91801.109375
Ses02M_impro03_M027,7556.0,7194.5,43659.375
Ses02M_impro03_M028,7259.0,7009.33333333,52170.8888889
Ses02M_impro03_M031,7254.0,7254.0,0.0
Ses02M_impro04_F000,7483.0,7357.66666667,7854.22222222
Ses02M_impro04_F001,7557.0,7376.5,19380.25
Ses02M_impro04_F002,7762.0,7366.16666667,44425.8055556
Ses02M_impro04_F003,7738.0,7403.57142857,63202.244898
Ses02M_impro04_F004,7388.0,7237.0,17016.8
Ses02M_impro04_F005,8259.0,7460.15384615,138643.976331
Ses02M_impro04_F006,7708.0,7146.4,123842.64
Ses02M_impro04_F007,7481.0,7215.5,63156.0
Ses02M_impro04_F008,8081.0,7424.07692308,66108.5325444
Ses02M_impro04_F009,8031.0,7729.0,49762.6666667
Ses02M_impro04_F010,7879.0,7499.4,47637.64
Ses02M_impro04_F011,7903.0,7555.2,60001.16
Ses02M_impro04_F012,7959.0,7564.14285714,190369.836735
Ses02M_impro04_F014,7595.0,7235.0,41778.1538462
Ses02M_impro04_F015,7504.0,7199.64285714,86290.372449
Ses02M_impro04_F016,8302.0,7577.77777778,153562.395062
Ses02M_impro04_M014,7435.0,7165.72727273,25048.5619835
Ses02M_impro04_M019,7218.0,7135.66666667,3122.88888889
Ses02M_impro04_M022,7559.0,7459.83333333,5318.47222222
Ses02M_impro05_F000,7791.0,7624.0,27889.0
Ses02M_impro05_F001,7424.0,7030.0,125940.285714
Ses02M_impro05_F002,7253.0,7112.66666667,20684.2222222
Ses02M_impro05_F003,7652.0,7206.45454545,52105.1570248
Ses02M_impro05_F004,7548.0,7154.75,44751.1875
Ses02M_impro05_F005,7921.0,7352.0,84183.75
Ses02M_impro05_F006,7746.0,7321.07142857,41171.7806122
Ses02M_impro05_F007,7674.0,7139.03846154,134783.883136
Ses02M_impro05_F008,7402.0,7279.75,15522.1875
Ses02M_impro05_F009,7347.0,7347.0,0.0
Ses02M_impro05_F010,7776.0,7587.5,35532.25
Ses02M_impro05_F011,7825.0,7310.5,54500.5227273
Ses02M_impro05_F012,7573.0,7308.11111111,24961.8765432
Ses02M_impro05_F013,7695.0,7302.75,149678.520833
Ses02M_impro05_F014,7539.0,7280.33333333,34054.2222222
Ses02M_impro05_F015,7895.0,7418.0,91973.8333333
Ses02M_impro05_F016,7622.0,7462.33333333,13894.8888889
Ses02M_impro05_F017,7734.0,7327.3125,25127.4648438
Ses02M_impro05_F018,7530.0,7205.33333333,35521.5555556
Ses02M_impro05_F019,7467.0,7127.33333333,64024.2222222
Ses02M_impro05_F020,7415.0,7043.0,54174.8
Ses02M_impro05_F021,7491.0,7204.2,42935.36
Ses02M_impro05_F023,7565.0,7165.14285714,98109.4081633
Ses02M_impro05_F024,7508.0,7285.33333333,29700.2222222
Ses02M_impro05_F025,7307.0,7144.5,20834.75
Ses02M_impro05_F026,7887.0,7110.17647059,141193.910035
Ses02M_impro05_M000,6804.0,6796.5,56.25
Ses02M_impro05_M001,7215.0,6951.44444444,60373.8024691
Ses02M_impro05_M002,7037.0,6945.8,6150.16
Ses02M_impro05_M003,7364.0,6884.0,210302.75
Ses02M_impro05_M013,7671.0,7234.0,76290.2857143
Ses02M_impro05_M016,7725.0,7221.61538462,52049.7751479
Ses02M_impro05_M018,7481.0,6949.2,135096.36
Ses02M_impro05_M025,7392.0,7134.55555556,33257.5802469
Ses02M_impro05_M026,7578.0,7140.36363636,65850.0495868
Ses02M_impro06_F002,8328.0,7622.875,212066.859375
Ses02M_impro06_F003,7417.0,6892.14285714,92673.5510204
Ses02M_impro06_F004,7765.0,7308.11111111,105996.54321
Ses02M_impro06_F005,7474.0,7352.0,15362.6666667
Ses02M_impro06_F006,7927.0,7543.75,107608.6875
Ses02M_impro06_F007,7279.0,7279.0,0.0
Ses02M_impro06_F008,8358.0,7566.2,155973.56
Ses02M_impro06_F009,8184.0,7426.5,332443.583333
Ses02M_impro06_F010,7455.0,7315.0,28170.6666667
Ses02M_impro06_F011,7339.0,7291.66666667,4294.22222222
Ses02M_impro06_F012,7610.0,7275.44444444,77061.8024691
Ses02M_impro06_F013,7666.0,7183.2,133900.56
Ses02M_impro06_F014,7567.0,7254.4,36255.04
Ses02M_impro06_F015,7389.0,7214.33333333,16604.2222222
Ses02M_impro06_F016,7657.0,7350.33333333,54942.8888889
Ses02M_impro06_F017,7239.0,7184.5,4985.25
Ses02M_impro06_F018,7206.0,7141.75,5318.1875
Ses02M_impro06_M000,7331.0,7211.0,11256.0
Ses02M_impro06_M001,7691.0,7442.875,15678.859375
Ses02M_impro06_M002,7554.0,7174.93333333,54418.5955556
Ses02M_impro06_M003,7801.0,7194.13333333,84485.3155556
Ses02M_impro06_M004,7675.0,7289.39393939,55063.4508724
Ses02M_impro06_M005,7715.0,7267.94444444,36355.7191358
Ses02M_impro06_M006,7585.0,7150.8,57612.16
Ses02M_impro06_M007,7679.0,7367.33333333,53126.7222222
Ses02M_impro06_M008,7894.0,7360.61538462,154231.775148
Ses02M_impro06_M009,7685.0,7278.62857143,36682.8620408
Ses02M_impro06_M010,7563.0,7372.71428571,26883.0612245
Ses02M_impro06_M011,7692.0,7159.5,70792.8214286
Ses02M_impro06_M012,7460.0,7174.2,48672.56
Ses02M_impro06_M013,7763.0,7289.27272727,48620.0165289
Ses02M_impro06_M014,7493.0,7350.66666667,12754.0
Ses02M_impro06_M015,7704.0,7361.14285714,35924.122449
Ses02M_impro06_M016,7553.0,7086.75,68556.0208333
Ses02M_impro06_M017,7516.0,7145.48275862,28434.2497027
Ses02M_impro06_M018,7391.0,7150.2,47706.16
Ses02M_impro06_M019,7690.0,7360.05263158,21453.2077562
Ses02M_impro06_M020,7147.0,6939.0,24278.0
Ses02M_impro06_M021,7488.0,7179.36363636,56917.322314
Ses02M_impro06_M022,7135.0,7091.25,1355.1875
Ses02M_impro06_M023,7413.0,7372.2,1376.56
Ses02M_impro07_F014,7647.0,7368.0,43700.0
Ses02M_impro07_F015,7559.0,7367.0,22698.6666667
Ses02M_impro07_F016,6986.0,6859.5,10351.25
Ses02M_impro07_F017,7430.0,7009.25,59916.6875
Ses02M_impro07_F018,7380.0,7030.1875,63912.7773438
Ses02M_impro07_F019,7185.0,7150.33333333,923.555555556
Ses02M_impro07_F020,7657.0,7498.16666667,13291.8055556
Ses02M_impro07_F021,7240.0,7213.33333333,468.222222222
Ses02M_impro07_F024,7294.0,7128.25,16892.1875
Ses02M_impro07_F028,7369.0,7153.44444444,15141.1358025
Ses02M_impro07_F029,7543.0,7265.5,34198.0
Ses02M_impro07_M009,7626.0,7088.63636364,112860.958678
Ses02M_impro07_M010,7681.0,7385.0,87616.0
Ses02M_impro07_M011,7236.0,7088.66666667,36989.5555556
Ses02M_impro07_M023,7435.0,7065.78571429,38247.0255102
Ses02M_impro07_M024,7399.0,7199.2,21302.56
Ses02M_impro07_M025,7398.0,6998.78571429,49194.5969388
Ses02M_impro07_M026,7511.0,7143.55555556,47039.9135802
Ses02M_impro07_M030,7031.0,6927.66666667,11355.5555556
Ses02M_impro08_F006,7062.0,6964.4,11064.24
Ses02M_impro08_F007,7629.0,7212.4,63248.24
Ses02M_impro08_F008,7686.0,7386.0,41297.0
Ses02M_impro08_F010,7426.0,7120.93333333,25464.8622222
Ses02M_impro08_F019,7991.0,7814.14285714,20913.5510204
Ses02M_impro08_F023,7555.0,7508.5,2162.25
Ses02M_impro08_F024,7615.0,7440.0,30625.0
Ses02M_impro08_F025,7515.0,7475.5,1560.25
Ses02M_impro08_F026,7586.0,7579.5,42.25
Ses02M_impro08_F027,7859.0,7739.0,14400.0
Ses02M_impro08_F028,7820.0,7318.14285714,58616.9795918
Ses02M_impro08_F030,7256.0,6977.6,22187.04
Ses02M_impro08_M000,6969.0,6701.25,34406.1875
Ses02M_impro08_M002,7543.0,7136.22222222,68408.617284
Ses02M_impro08_M003,7464.0,7069.35,58772.6275
Ses02M_impro08_M004,7299.0,7200.6,4332.64
Ses02M_impro08_M005,7179.0,7076.0,4101.5
Ses02M_impro08_M007,7412.0,7088.125,43856.359375
Ses02M_impro08_M008,7328.0,7018.66666667,47467.5555556
Ses02M_impro08_M009,7829.0,7018.54545455,262251.520661
Ses02M_impro08_M010,7377.0,7236.66666667,18284.2222222
Ses02M_impro08_M011,7547.0,7138.05263158,77403.2077562
Ses02M_impro08_M012,7557.0,7130.6,95079.64
Ses02M_impro08_M013,7355.0,7158.8,14800.96
Ses02M_impro08_M014,7177.0,7041.0,21512.5
Ses02M_impro08_M015,7547.0,7131.6875,109006.339844
Ses02M_impro08_M016,7412.0,7271.2,17038.96
Ses02M_impro08_M017,7186.0,7066.0,14400.0
Ses02M_impro08_M018,7011.0,6948.5,3906.25
Ses02M_impro08_M019,8222.0,7542.125,114050.359375
Ses02M_impro08_M020,7577.0,7055.07142857,97716.9234694
Ses02M_impro08_M021,7370.0,7164.42857143,14161.9591837
Ses02M_impro08_M022,7036.0,6876.0,21014.0
Ses02M_impro08_M023,7412.0,7280.33333333,16229.5555556
Ses02M_impro08_M024,7137.0,7098.33333333,2691.55555556
Ses02M_impro08_M025,7266.0,6904.0,90431.2380952
Ses02M_impro08_M026,7198.0,7090.57142857,10803.1020408
Ses02M_impro08_M027,7286.0,7098.0,13630.6666667
Ses02M_impro08_M028,7586.0,6896.0,247396.545455
Ses02M_impro08_M029,7572.0,7255.85714286,31615.7414966
Ses02M_impro08_M030,7254.0,7073.625,42311.984375
Ses02M_impro08_M031,7643.0,7206.14285714,47808.4081633
Ses02M_script01_1_F015,8282.0,7608.42857143,122757.102041
Ses02M_script01_1_F018,8081.0,7450.14285714,118254.122449
Ses02M_script01_1_F021,7684.0,7166.3,111785.61
Ses02M_script01_1_F023,8129.0,7572.66666667,128653.222222
Ses02M_script01_1_F025,7591.0,7357.85714286,34842.6938776
Ses02M_script01_1_F026,7579.0,7156.28571429,128894.489796
Ses02M_script01_1_F027,7428.0,7146.16666667,45319.1388889
Ses02M_script01_1_F032,7449.0,7218.5,29614.75
Ses02M_script01_1_F033,7403.0,7158.4,21705.44
Ses02M_script01_1_F034,7501.0,7247.16666667,52961.8055556
Ses02M_script01_1_F035,7370.0,6968.8,95936.96
Ses02M_script01_1_F036,7406.0,7239.6,13947.04
Ses02M_script01_1_F037,7451.0,7202.0,32573.2
Ses02M_script01_1_F041,7551.0,7321.0,22512.5
Ses02M_script01_1_M003,7597.0,7089.90909091,103943.719008
Ses02M_script01_1_M004,7557.0,7203.875,81462.609375
Ses02M_script01_1_M005,7308.0,7085.2,20562.16
Ses02M_script01_1_M012,7048.0,6832.33333333,26029.5555556
Ses02M_script01_1_M013,7475.0,7104.2,99620.56
Ses02M_script01_1_M016,7648.0,7424.85714286,33848.122449
Ses02M_script01_1_M017,7395.0,7269.5,15750.25
Ses02M_script01_1_M018,7496.0,7336.75,12770.1875
Ses02M_script01_1_M021,7277.0,6977.0,39710.8
Ses02M_script01_1_M024,7434.0,6980.91666667,106077.743056
Ses02M_script01_1_M025,7039.0,6959.0,3232.66666667
Ses02M_script01_1_M026,7534.0,7047.75,115605.6875
Ses02M_script01_1_M027,7578.0,7300.5,32522.25
Ses02M_script01_1_M028,7466.0,7240.92857143,31558.3520408
Ses02M_script01_1_M035,7254.0,7110.44444444,29166.0246914
Ses02M_script01_1_M036,7498.0,6981.7,63268.81
Ses02M_script01_1_M037,7211.0,6867.25,90874.1875
Ses02M_script01_1_M038,7198.0,6927.0,64474.0
Ses02M_script01_1_M039,7512.0,7067.78571429,64852.4540816
Ses02M_script01_1_M041,7340.0,7043.2,77304.56
Ses02M_script01_2_F000,7474.0,7213.25,32226.6875
