session,max(energy(energy)),mean(energy(energy)),var(energy(energy))
Sad_525,947.611400683,211.724762086,48327.5753114
Sad_526,4971.79151666,876.391765214,1013845.95335
Sad_527,4301.56533245,560.176741544,862028.636088
Sad_528,3346.07433543,523.759888576,542042.427377
Sad_529,4918.09973131,484.697912402,825712.186311
Sad_530,1756.32721842,352.629886615,135482.055206
Sad_531,2505.25996791,534.600876747,601616.038044
Sad_532,12744.4327025,1783.60982914,8085157.535
Sad_533,3202.31649049,545.411185337,430781.987471
Sad_534,5522.44147167,730.796327645,1197284.45582
Sad_535,11323.9282407,702.334458501,3395371.3121
Sad_536,6494.3445617,926.649126192,2377229.79634
Sad_537,1225.9658914,279.643302115,47278.2502351
Sad_538,3591.50428969,747.988559147,764697.065866
Sad_539,2372.79007549,464.452458658,299525.124618
Sad_540,913.139496053,385.877800787,60812.0282587
Sad_541,1991.43902542,348.546615952,217173.50285
Sad_542,6314.66922859,833.049328098,1882226.30533
Sad_543,5721.26642885,1497.14888281,2485551.82493
Sad_544,5290.14577044,605.318501636,1017042.57728
Sad_545,4529.09588051,909.266779637,1350219.59842
Sad_546,7407.60026005,1073.87748576,1925961.33929
Sad_547,3424.19441633,574.270632952,420205.350062
Sad_548,3140.14100306,676.311143177,493700.145254
Sad_549,13575.3463662,2143.37887626,12044938.7716
Sad_550,13987.6587926,2494.51242814,6575655.14554
Sad_551,9165.30489727,1577.47085714,4256643.75595
Sad_552,134600.258343,34097.0894463,1164320570.27
Sad_553,33288.1043934,4961.87635924,40545394.9806
Sad_554,10937.5796025,2483.51223512,2614089.24885
Sad_555,14457.1288515,4171.05393584,7393251.21368
Sad_556,77220.287642,20665.9120092,312370716.083
Sad_557,25171.4641696,6624.89328948,33585306.4492
Sad_558,68349.0884579,14362.9559982,262350203.157
Sad_559,53565.3679726,10834.6609864,114826580.0
Sad_560,594548.180452,67801.213589,20353650328.0
Sad_561,354089.794043,77125.2765987,8915429475.84
Sad_562,404028.38909,109495.745341,10919212607.1
Sad_563,501652.043944,68473.359095,13372236383.2
Sad_564,466985.366107,133743.209003,17492301200.9
Sad_565,554872.050309,64668.1249095,14202156692.5
Sad_566,1003009.96534,198191.563302,56128811256.9
Sad_567,286467.554955,34697.7994437,4023248984.67
Sad_568,112973.807149,16942.092207,793455322.156
Sad_569,49663.0881589,16684.4938968,256405375.286
Sad_570,121603.4539,30448.7042285,747795305.442
Sad_571,7562.95605399,2011.21076811,4882805.75609
Sad_572,1629.26089091,404.313889579,171401.391575
Sad_573,6677.23020559,1106.61906968,1809200.19303
Sad_574,7301.66719936,1097.90122645,2394837.25054
Sad_575,10627.040102,2788.65282272,8287739.8294
Sad_576,4054.97642223,1028.79050063,974235.750097
Sad_577,2453.20189354,534.086595545,391728.474012
Sad_578,6065.44821358,1180.83952647,2030132.45746
Sad_579,6583.78813211,872.48679927,2023659.32023
Sad_580,17338.6702197,2554.54458559,13302140.6146
Sad_581,6834.84537498,1419.69082331,3038232.03214
Sad_582,3850.45614292,470.295985132,493913.78897
Sad_583,29496.8033575,3613.48980518,36069971.9177
Sad_584,6892.28411142,779.388907958,1951266.46729
Sad_585,5956.66922987,1194.15956459,1851767.12546
Sad_586,1516.17256625,388.61964978,194643.369375
Sad_587,18443.3399447,2274.00988087,14818810.0061
Sad_588,4166.67691101,791.357697866,918828.686525
Sad_589,5582.86342957,619.401937009,942266.788302
Sad_590,50694.2669412,3652.90388044,82904763.6943
Sad_591,5791.62449689,1034.8075354,2280874.94981
Sad_592,1214.77129903,210.429423486,101941.729046
Sad_593,8199.0595895,700.478630098,2206940.3469
Sad_594,849.696792708,158.354999679,48501.0265922
Sad_595,4464.90608433,928.460565499,973814.825199
Sad_596,4029.3081316,601.203578205,724101.964378
Sad_597,240557.977135,51199.8249362,3718665458.46
Sad_598,93516.4406279,11042.0604418,377037508.338
Sad_599,62930.9504305,7607.08890513,164602046.236
Sad_600,34986.76888,12697.9033775,79843551.0687
Sad_601,65416.7459752,15269.2068466,176743855.737
Sad_602,33348.6886538,6308.685425,35589065.4745
Sad_603,28410.6796711,7965.46601442,46889597.4253
Sad_604,101200.363607,21203.8878392,500382527.611
Sad_605,128211.061664,18656.6467145,561201860.916
Sad_606,115935.346396,25829.9589849,697405546.414
Sad_607,76905.1788289,19753.7045832,315669265.307
Sad_608,119505.407387,22438.5728535,647668042.886
Sad_609,90395.8293577,19516.6893521,300684827.271
Sad_610,72901.6811434,12786.293538,220630630.317
Sad_611,60929.4224529,7416.82187522,104371325.98
Sad_612,39055.3896063,7927.42456402,75881668.2438
Sad_613,45391.4092901,14791.5152211,116230429.65
Sad_614,63862.5784442,16942.7656509,260873548.302
Sad_615,43449.6908675,14078.6507364,83545764.4883
Sad_616,24273.225481,4435.3584548,19210066.0101
Sad_617,46314.9509886,10311.3604161,92343792.0555
Sad_618,55253.5936926,13950.2653847,184650287.782
Sad_619,55810.49195,13244.8172851,206318832.767
Sad_620,53216.3144678,19818.4792264,189837779.627
Sad_621,53720.6666726,11693.3599117,114228722.778
Sad_622,49561.4577078,18211.6451236,156257490.138
Sad_623,20943.0270087,5603.27168243,20871155.418
Sad_624,26468.7541739,6832.33875747,41621282.7903
Sad_625,50990.0597981,12212.2056133,131328197.996
Sad_626,28504.1420235,9597.4229907,56528250.5026
Sad_627,44128.9055568,5449.24904156,59530660.9485
Sad_628,19968.0717951,5406.51013586,17905735.983
Sad_629,73022.818012,20585.8379973,383392733.915
Sad_630,145025.12302,33652.3005501,712936649.902
Sad_631,56169.1767325,6536.66151972,136329319.799
Sad_632,60587.4202199,14759.8342203,177675603.752
Sad_633,47873.2210152,9442.76804398,127742185.425
Sad_634,51357.6353788,11136.4078135,214914055.406
Sad_635,47757.0862377,8106.99767126,129662262.456
Sad_636,72570.838941,13436.5172512,261578965.005
Sad_637,90798.7661435,20425.3354137,539847690.55
Sad_638,57878.3856045,6359.40429761,167298886.478
Sad_639,49253.8601197,7899.60334628,133648727.977
Sad_640,90524.0823838,17244.7854715,384984288.851
Sad_641,106880.847593,24377.879354,764665379.848
Sad_642,79850.7889622,18412.761529,312348613.108
Sad_643,69596.9340899,17413.8461242,342822213.875
Sad_644,60638.5769679,14023.5308525,335085842.686
Sad_645,82580.365292,6039.08407194,193315666.198
Sad_646,143251.149923,40999.6832321,1631224339.74
Sad_647,315706.409651,61012.1538963,7522480598.23
Sad_648,322436.092663,32405.9556212,3817955421.36
Sad_649,262231.7521,60320.5263859,4848792043.91
Sad_650,196651.701076,53459.9183117,3107861956.02
Sad_651,654674.940971,121746.692672,15931130306.6
Sad_652,445563.457862,128256.256852,17339131516.0
Sad_653,353699.982512,101368.742385,5791503142.17
Sad_654,269242.351804,96513.911803,7369694397.93
Sad_655,508929.857166,114999.733192,21418408677.0
Sad_656,406351.338078,153318.704341,8676104054.22
Sad_657,151076.99275,25014.0714081,1711548210.4
Sad_658,556492.854928,111373.255264,14055059397.4
Sad_659,452304.059614,282718.824081,5318910552.8
Sad_660,192687.079033,35575.7238317,2045560375.08
Sad_661,214730.208213,17828.6547032,1690938644.09
Sad_662,321342.519778,55425.5221241,4222721807.65
Sad_663,152850.980326,27939.5338001,1491586906.66
Sad_664,222495.55298,64816.5408215,4200800102.34
Sad_665,251151.838489,59667.6343921,5201264544.8
Sad_666,161382.292409,33263.509662,1477238312.35
Sad_667,209934.672189,36011.6985246,2529343044.73
Sad_668,72852.1599529,21862.5348886,340376336.488
Sad_669,175911.768335,55351.6373958,1729192019.8
Sad_670,120732.583154,38689.2516655,1390415690.88
Sad_671,252860.946327,44371.2491605,2117515447.15
Sad_672,371497.286196,49485.4565924,5083890489.1
Sad_673,112082.226352,26171.1020373,620408429.074
Sad_674,142998.527493,35068.365326,961932494.283
Sad_675,87266.846037,21440.6197868,411265558.483
Sad_676,25274.5357,6619.56786817,42818060.364
Sad_677,38313.7861019,8257.53195031,95448241.6472
Sad_678,25571.1017318,6279.47760758,38879577.1858
Sad_679,25441.9799247,4882.99125232,36209504.9485
Sad_680,16949.4377342,3533.34566296,18791627.0179
Sad_681,27988.521585,4488.66658372,39200663.8064
Sad_682,3077.103967,644.785513065,404265.734614
Sad_683,4537.47855761,619.491798159,718528.491971
Sad_684,81400.0516959,11920.3948208,273820608.859
Sad_685,37930.4117347,11154.5374984,85221601.0098
Sad_686,13617.9983856,2311.24457911,11146453.6222
Sad_687,12463.9463254,3059.66816879,10072170.6763
Sad_688,42964.3610658,6330.60344356,78887426.6618
Sad_689,55649.8280816,10397.4910765,191160264.59
Sad_690,9495.02323127,1597.1714998,3951054.38964
Sad_691,4710.13048845,597.495800416,991654.611589
Sad_692,322927.239958,41206.2993153,8675281079.99
Sad_693,255494.245344,62312.335925,5991273990.1
Sad_694,144061.142269,46290.158481,1415750217.52
Sad_695,93925.8270629,6613.50838309,282497326.062
Sad_696,269887.211081,38170.0031689,3110535655.91
Sad_697,224043.515165,36892.9298357,2312545730.88
