session,averageAmplitude
Ses01M_script03_1_M026,811.2811035389298
Ses01M_script03_1_M027,399.63637476179656
Ses01M_script03_1_M028,646.0822040488235
Ses01M_script03_1_M029,288.10031301513214
Ses01M_script03_1_M030,775.1711498618785
Ses01M_script03_1_M031,601.7400953984287
Ses01M_script03_1_M032,737.5135483666801
Ses01M_script03_1_M033,900.686534090909
Ses01M_script03_1_M034,1619.9998847321303
Ses01M_script03_1_M035,1762.024713740458
Ses01M_script03_1_M036,426.77173858609467
Ses01M_script03_1_M037,2048.6728079925983
Ses01M_script03_1_M038,1158.89800650218
Ses01M_script03_1_M039,4346.048137990762
Ses01M_script03_1_M040,1684.2883114035087
Ses01M_script03_1_M041,1013.0457747380824
Ses01M_script03_1_M042,862.3716141280851
Ses01M_script03_2_F000,1797.8442714126807
Ses01M_script03_2_F001,760.700919698662
Ses01M_script03_2_F002,1020.8624768341873
Ses01M_script03_2_F003,3090.090639883186
Ses01M_script03_2_F004,877.3572756669362
Ses01M_script03_2_F005,1216.9004763279445
Ses01M_script03_2_F006,420.40229509090415
Ses01M_script03_2_F007,591.4371900910941
Ses01M_script03_2_F008,2147.8594241753117
Ses01M_script03_2_F009,620.6263283294111
Ses01M_script03_2_F010,407.86808127572016
Ses01M_script03_2_F011,770.5869833333334
Ses01M_script03_2_F012,1451.2448295881754
Ses01M_script03_2_F013,398.56865778688524
Ses01M_script03_2_F014,316.0789994833821
Ses01M_script03_2_F015,521.197739985054
Ses01M_script03_2_F016,757.3739719594821
Ses01M_script03_2_F017,888.1383853825434
Ses01M_script03_2_F018,244.06087662337663
Ses01M_script03_2_F019,470.65042462099944
Ses01M_script03_2_F020,1850.462132859052
Ses01M_script03_2_F021,921.6429530201342
Ses01M_script03_2_F022,1177.6691093969143
Ses01M_script03_2_F023,5888.8881802832675
Ses01M_script03_2_F024,2480.840085504886
Ses01M_script03_2_F025,2293.184431818182
Ses01M_script03_2_F026,1403.8240666666666
Ses01M_script03_2_F027,1926.5954743743464
Ses01M_script03_2_F028,3790.9096413934426
Ses01M_script03_2_F029,1717.2691947565543
Ses01M_script03_2_F030,2941.987286098399
Ses01M_script03_2_F031,774.9302730672678
Ses01M_script03_2_F032,1175.0130754475704
Ses01M_script03_2_F033,1793.7356407025866
Ses01M_script03_2_F034,693.9785772653989
Ses01M_script03_2_F035,1984.0156439077334
Ses01M_script03_2_F036,1269.6581949621598
Ses01M_script03_2_F037,6164.37218562224
Ses01M_script03_2_F038,5560.693592843327
Ses01M_script03_2_F039,7123.760426175548
Ses01M_script03_2_F040,2136.31769164997
Ses01M_script03_2_F041,8958.026912658563
Ses01M_script03_2_M000,1143.2168526785715
Ses01M_script03_2_M001,1121.9997994652406
Ses01M_script03_2_M002,289.28040728894626
Ses01M_script03_2_M003,836.2858991096526
Ses01M_script03_2_M004,366.1596283783784
Ses01M_script03_2_M005,1417.6094653586558
Ses01M_script03_2_M006,799.2354590576051
Ses01M_script03_2_M007,556.9172485497229
Ses01M_script03_2_M008,172.82050151556902
Ses01M_script03_2_M009,305.36996925797183
Ses01M_script03_2_M010,285.38601829452676
Ses01M_script03_2_M011,449.0506805444355
Ses01M_script03_2_M012,756.3926263001485
Ses01M_script03_2_M013,547.142664248287
Ses01M_script03_2_M014,663.2123975168494
Ses01M_script03_2_M015,860.1452197403967
Ses01M_script03_2_M016,325.4326170301878
Ses01M_script03_2_M017,116.02635532392381
Ses01M_script03_2_M018,515.6233684541595
Ses01M_script03_2_M019,351.8076540276752
Ses01M_script03_2_M020,250.19638613861386
Ses01M_script03_2_M021,141.17544144290312
Ses01M_script03_2_M022,964.4796654499469
Ses01M_script03_2_M023,739.8323500133537
Ses01M_script03_2_M024,781.306264449828
Ses01M_script03_2_M025,1475.2085546313926
Ses01M_script03_2_M026,1264.0775669642858
Ses01M_script03_2_M027,2332.4759853603605
Ses01M_script03_2_M028,2689.180190163789
Ses01M_script03_2_M029,2709.760600108372
Ses01M_script03_2_M030,2200.056138696784
Ses01M_script03_2_M031,2174.103472079703
Ses01M_script03_2_M032,843.4439580248503
Ses01M_script03_2_M033,1771.418903036239
Ses01M_script03_2_M034,356.5220308214448
Ses01M_script03_2_M035,664.8278356964137
Ses01M_script03_2_M036,1256.0995784436595
Ses01M_script03_2_M037,371.0350210970464
Ses01M_script03_2_M038,6273.8925659472425
Ses01M_script03_2_M039,3125.807488642611
Ses01M_script03_2_M040,5370.974216476059
Ses01M_script03_2_M041,582.0860558421355
Ses01M_script03_2_M042,1644.4175872093024
Ses01M_script03_2_M043,10472.744315789474
Ses02F_impro01_F000,422.10964667117764
Ses02F_impro01_F001,299.4573975720789
Ses02F_impro01_F002,432.53674686019934
Ses02F_impro01_F003,565.0954356846473
Ses02F_impro01_F004,418.7082925605319
Ses02F_impro01_F005,648.2052591128678
Ses02F_impro01_F006,676.9206920692069
Ses02F_impro01_F007,680.8908463316943
Ses02F_impro01_F008,666.3635066885067
Ses02F_impro01_F009,516.9680040924998
Ses02F_impro01_F010,580.340236206684
Ses02F_impro01_F011,866.0017324634156
Ses02F_impro01_F012,742.6721276677858
Ses02F_impro01_F013,683.3838792549775
Ses02F_impro01_F014,806.4408096288323
Ses02F_impro01_F015,840.798951697571
Ses02F_impro01_F016,381.9600689385814
Ses02F_impro01_F017,584.7868816682832
Ses02F_impro01_F018,1302.6018004402536
Ses02F_impro01_F019,1296.471001294157
Ses02F_impro01_F020,1057.8495370026308
Ses02F_impro01_F021,931.8624850839886
Ses02F_impro01_F022,444.3801783052563
Ses02F_impro01_F023,359.79647835482416
Ses02F_impro01_M000,227.47106753812636
Ses02F_impro01_M001,190.72638049380186
Ses02F_impro01_M002,250.70500975020894
Ses02F_impro01_M003,319.35153570314935
Ses02F_impro01_M004,381.90904034569803
Ses02F_impro01_M005,331.02587422921397
Ses02F_impro01_M006,413.16768142175414
Ses02F_impro01_M007,490.35738820651886
Ses02F_impro01_M008,650.2267819938128
Ses02F_impro01_M009,475.088823899937
Ses02F_impro01_M010,271.6479995805149
Ses02F_impro01_M011,771.7659336948807
Ses02F_impro01_M012,292.32055471427435
Ses02F_impro01_M013,634.6885631013072
Ses02F_impro01_M014,912.8506287485111
Ses02F_impro01_M015,618.4227510011442
Ses02F_impro01_M016,412.85236292587615
Ses02F_impro01_M017,921.1460208461067
Ses02F_impro01_M018,1007.7067588376705
Ses02F_impro01_M019,1370.3739719400096
Ses02F_impro01_M020,1158.4326643676861
Ses02F_impro01_M021,1226.5976479113217
Ses02F_impro01_M022,559.3165641838352
Ses02F_impro01_M023,707.1052552777362
Ses02F_impro01_M024,347.1266839509938
Ses02F_impro02_F000,124.26939506970348
Ses02F_impro02_F001,215.20435576963004
Ses02F_impro02_F002,217.70915582409282
Ses02F_impro02_F003,110.05930918281382
Ses02F_impro02_F004,242.37194630527964
Ses02F_impro02_F005,247.8079561868079
Ses02F_impro02_F006,352.1099508543293
Ses02F_impro02_F007,207.33212331704868
Ses02F_impro02_F008,348.5558010803089
Ses02F_impro02_F009,165.03450403343976
Ses02F_impro02_F010,370.59499196507807
Ses02F_impro02_F011,264.45334335885286
Ses02F_impro02_F012,225.56873366264796
Ses02F_impro02_F013,182.28876592459142
Ses02F_impro02_M000,251.93334480681526
Ses02F_impro02_M001,284.743570015388
Ses02F_impro02_M002,200.57193253848476
Ses02F_impro02_M003,285.7824966066738
Ses02F_impro02_M004,227.59081332572532
Ses02F_impro02_M005,282.79091788676885
Ses02F_impro02_M006,273.41266214259684
Ses02F_impro02_M007,252.91097168522677
Ses02F_impro02_M008,355.8663492789202
Ses02F_impro02_M009,162.0299504223393
Ses02F_impro02_M010,178.04869490729683
Ses02F_impro02_M011,805.7998152621856
Ses02F_impro02_M012,61.90088656512844
Ses02F_impro03_F000,1970.743209647782
Ses02F_impro03_F001,1201.8816002830272
Ses02F_impro03_F002,492.10451219512197
Ses02F_impro03_F003,1031.1402808642335
Ses02F_impro03_F004,815.05315625
Ses02F_impro03_F005,913.2863748681416
Ses02F_impro03_F006,794.2851950852445
Ses02F_impro03_F007,546.2355253350585
Ses02F_impro03_F008,529.6775737669191
Ses02F_impro03_F009,924.6057230909241
Ses02F_impro03_F010,606.3874430338542
Ses02F_impro03_F011,1030.4428136373765
Ses02F_impro03_F012,1215.5375208938153
Ses02F_impro03_F013,809.4512771436182
Ses02F_impro03_F014,1213.087446491336
Ses02F_impro03_F015,837.4003100213391
Ses02F_impro03_F016,541.8642538739122
Ses02F_impro03_F017,603.940444115902
Ses02F_impro03_F018,600.7129731748968
Ses02F_impro03_F019,656.5414617899432
Ses02F_impro03_F020,551.3892492102518
Ses02F_impro03_F021,436.2053686204641
Ses02F_impro03_F022,665.2909342227831
Ses02F_impro03_F023,604.6806318681319
Ses02F_impro03_F024,783.983540212929
Ses02F_impro03_F025,522.9699087118224
Ses02F_impro03_F026,495.59754704301076
Ses02F_impro03_F027,628.8392402762631
Ses02F_impro03_F028,826.294851344765
Ses02F_impro03_F029,811.618293786097
Ses02F_impro03_F030,266.66187555896255
Ses02F_impro03_M000,893.2337195365561
Ses02F_impro03_M001,535.2589092233452
Ses02F_impro03_M002,618.8245721271394
Ses02F_impro03_M003,1963.8325891796894
Ses02F_impro03_M004,727.01458349324
Ses02F_impro03_M005,1222.2203442431187
Ses02F_impro03_M006,708.2672619047619
Ses02F_impro03_M007,499.25195792509095
Ses02F_impro03_M008,421.9600566217609
Ses02F_impro03_M009,744.5804839968774
Ses02F_impro03_M010,1303.6591875295228
Ses02F_impro03_M011,481.64971361406
Ses02F_impro03_M012,948.0866735435701
Ses02F_impro03_M013,324.8607389612656
Ses02F_impro03_M014,218.66283258821997
Ses02F_impro03_M015,393.3824748280943
Ses02F_impro03_M016,640.9709494462307
Ses02F_impro03_M017,168.8262856157593
Ses02F_impro03_M018,281.25693005181347
Ses02F_impro03_M019,665.426485134113
Ses02F_impro03_M020,244.381658692185
Ses02F_impro03_M021,341.58540333970257
Ses02F_impro03_M022,661.9944718763418
Ses02F_impro03_M023,730.3904966429061
Ses02F_impro03_M024,785.6221617647059
Ses02F_impro03_M025,506.2734841092405
Ses02F_impro03_M026,178.02339792371822
Ses02F_impro04_F000,342.40346181180547
Ses02F_impro04_F001,432.5302008556305
Ses02F_impro04_F002,340.76494677361325
Ses02F_impro04_F003,488.6646580400216
Ses02F_impro04_F004,449.93275835839586
Ses02F_impro04_F005,357.5529891304348
Ses02F_impro04_F006,532.5120840610928
Ses02F_impro04_F007,392.13611334405147
Ses02F_impro04_F008,508.37755166696587
Ses02F_impro04_F009,327.3260415253087
Ses02F_impro04_F010,319.9104048566719
Ses02F_impro04_F011,394.73249786822265
Ses02F_impro04_F012,406.07349535422304
Ses02F_impro04_F013,393.1250931920738
Ses02F_impro04_F014,434.76177384323535
Ses02F_impro04_F015,459.8258370756451
Ses02F_impro04_F016,258.9853081321474
Ses02F_impro04_F017,497.82709829113656
Ses02F_impro04_M000,364.04397680910455
Ses02F_impro04_M001,281.272604427487
Ses02F_impro04_M002,380.52157340862425
Ses02F_impro04_M003,231.9293497234625
Ses02F_impro04_M004,389.1052994536099
Ses02F_impro04_M005,323.97345597897504
Ses02F_impro04_M006,344.5893203883495
Ses02F_impro04_M007,529.8413967916983
Ses02F_impro04_M008,259.99916310449606
Ses02F_impro04_M009,210.13203843259572
Ses02F_impro04_M010,290.521488551432
Ses02F_impro04_M011,402.22275614240345
Ses02F_impro04_M012,488.5710945953137
Ses02F_impro04_M013,445.3201758555133
Ses02F_impro04_M014,122.78318866719273
Ses02F_impro04_M015,368.22683157219836
Ses02F_impro04_M016,167.36674362295173
Ses02F_impro04_M017,255.7651713414822
Ses02F_impro04_M018,211.12625538020086
Ses02F_impro04_M019,212.2174131445527
Ses02F_impro04_M020,63.474724264705884
Ses02F_impro05_F000,530.3574875919904
Ses02F_impro05_F001,515.9788064026612
Ses02F_impro05_F002,283.49069656488547
Ses02F_impro05_F003,729.2033350533662
Ses02F_impro05_F004,222.14469178082192
Ses02F_impro05_F005,637.5761473288301
Ses02F_impro05_F006,930.3582565424355
Ses02F_impro05_F007,729.6832648766768
Ses02F_impro05_F008,621.1817287107215
Ses02F_impro05_F009,971.8774830699774
Ses02F_impro05_F010,807.0983551172956
Ses02F_impro05_F011,552.8662564766839
Ses02F_impro05_F012,800.3638702552099
Ses02F_impro05_F013,536.8317740545533
Ses02F_impro05_F014,692.8659940915211
Ses02F_impro05_F015,585.0162715311765
Ses02F_impro05_F016,753.0959891296436
Ses02F_impro05_F017,834.6307723622054
Ses02F_impro05_F018,616.7759126508329
Ses02F_impro05_F019,673.9650677090317
Ses02F_impro05_F020,294.5952612942323
Ses02F_impro05_F021,230.03878205128206
Ses02F_impro05_F022,194.49650041603445
Ses02F_impro05_M000,221.15163541624483
Ses02F_impro05_M001,241.81853014663568
Ses02F_impro05_M002,355.7147082188765
Ses02F_impro05_M003,368.27269789709095
Ses02F_impro05_M004,330.9038017241379
Ses02F_impro05_M005,235.61726006742435
Ses02F_impro05_M006,288.94430479232034
Ses02F_impro05_M007,331.26770225947524
Ses02F_impro05_M008,420.7241821780939
Ses02F_impro05_M009,407.7967179391276
Ses02F_impro05_M010,425.6886693386072
Ses02F_impro05_M011,385.45146966394856
Ses02F_impro05_M012,335.3948851159351
Ses02F_impro05_M013,442.4689749529688
Ses02F_impro05_M014,384.4524468085106
Ses02F_impro05_M015,324.9438146214967
Ses02F_impro05_M016,435.2778533755274
Ses02F_impro05_M017,570.2376112759644
Ses02F_impro05_M018,410.34948267947317
Ses02F_impro05_M019,347.6759568965517
Ses02F_impro05_M020,260.95335390975237
Ses02F_impro05_M021,144.8005054667326
Ses02F_impro06_F000,129.24993860510804
Ses02F_impro06_F001,315.1167001083973
Ses02F_impro06_F002,365.8316580118694
Ses02F_impro06_F003,74.29646709097146
Ses02F_impro06_F004,326.6220903105397
Ses02F_impro06_F005,161.82653950101627
Ses02F_impro06_F006,187.73553719008265
Ses02F_impro06_F007,223.3505614874816
Ses02F_impro06_F008,141.71474604996163
Ses02F_impro06_F009,465.93625403596076
Ses02F_impro06_F010,85.59748085298092
Ses02F_impro06_F011,245.1994849388003
Ses02F_impro06_F012,418.92689173927073
Ses02F_impro06_F013,194.77361607513922
Ses02F_impro06_F014,70.24541111390495
Ses02F_impro06_M000,110.3942033749726
Ses02F_impro06_M001,57.9105298233922
Ses02F_impro06_M002,97.9588134765625
Ses02F_impro06_M003,70.66123120300752
Ses02F_impro06_M004,106.98531802258364
Ses02F_impro06_M005,96.47818489446094
Ses02F_impro06_M006,39.2397965870665
Ses02F_impro06_M007,110.17921228153173
Ses02F_impro06_M008,46.475799950934004
Ses02F_impro06_M009,82.94839504442966
Ses02F_impro06_M010,78.6196435117756
Ses02F_impro06_M011,124.93847450484618
Ses02F_impro06_M012,92.86406802120142
Ses02F_impro06_M013,100.14692079714727
Ses02F_impro06_M014,85.34904708520179
Ses02F_impro06_M015,70.86246141975309
Ses02F_impro06_M016,216.2168594370525
Ses02F_impro06_M017,125.00192722609971
Ses02F_impro06_M018,67.96491189300757
Ses02F_impro06_M019,77.89573192151353
Ses02F_impro07_F000,997.0800157253309
Ses02F_impro07_F001,872.6114560439561
Ses02F_impro07_F002,1192.210329208735
Ses02F_impro07_F003,833.6309375
Ses02F_impro07_F004,630.6323958333334
Ses02F_impro07_F005,1256.1606830862875
Ses02F_impro07_F006,1068.7415782035691
Ses02F_impro07_F007,1355.0275268467956
Ses02F_impro07_F008,647.102914507772
Ses02F_impro07_F009,897.634413650435
Ses02F_impro07_F010,605.414506769826
Ses02F_impro07_F011,775.0543569454815
Ses02F_impro07_F012,420.81336904761906
Ses02F_impro07_F013,450.33299242424243
Ses02F_impro07_F014,653.3980271368524
Ses02F_impro07_F015,481.69482112058733
Ses02F_impro07_F016,578.9725146648224
Ses02F_impro07_F017,494.37547137547136
Ses02F_impro07_F018,821.0448371662294
Ses02F_impro07_F019,550.8018201284797
Ses02F_impro07_F020,745.5706325083224
Ses02F_impro07_F021,690.8920874678732
Ses02F_impro07_F022,445.6316489068326
Ses02F_impro07_F023,1083.7471799992604
Ses02F_impro07_F024,546.3674885321101
Ses02F_impro07_F025,387.1079243801281
Ses02F_impro07_F026,1828.030203123405
Ses02F_impro07_F027,650.3941346153846
Ses02F_impro07_F028,634.8714599666454
Ses02F_impro07_F029,925.0733644859813
Ses02F_impro07_F030,972.7137319671026
Ses02F_impro07_F031,1023.6480633843723
Ses02F_impro07_F032,696.4499934631978
Ses02F_impro07_F033,396.72559154929576
Ses02F_impro07_F034,404.6569661731503
Ses02F_impro07_F035,469.61756180733164
Ses02F_impro07_F036,412.9525563741907
Ses02F_impro07_F037,115.23587026944624
Ses02F_impro07_M000,289.06440484350014
Ses02F_impro07_M001,214.17993265126654
Ses02F_impro07_M002,900.9815225929848
Ses02F_impro07_M003,718.6248870481928
Ses02F_impro07_M004,315.9948501254457
Ses02F_impro07_M005,899.9666308473181
Ses02F_impro07_M006,459.2159432513679
Ses02F_impro07_M007,157.1191659408781
Ses02F_impro07_M008,549.6279653392679
Ses02F_impro07_M009,436.09018640350877
Ses02F_impro07_M010,695.8320078527214
Ses02F_impro07_M011,200.97276526897667
Ses02F_impro07_M012,271.9285119047619
Ses02F_impro07_M013,469.93621085437576
Ses02F_impro07_M014,260.6935620300752
Ses02F_impro07_M015,260.2093691304828
Ses02F_impro07_M016,226.1919318181818
Ses02F_impro07_M017,451.98331834532377
Ses02F_impro07_M018,280.5562830817487
Ses02F_impro07_M019,459.43777464788735
Ses02F_impro07_M020,506.17132967115657
Ses02F_impro07_M021,287.80746310349645
Ses02F_impro07_M022,227.91149569888816
Ses02F_impro07_M023,143.5183666028621
Ses02F_impro07_M024,640.8643608295488
Ses02F_impro07_M025,756.8419312624836
Ses02F_impro07_M026,1851.7197576798321
Ses02F_impro07_M027,875.7660786271682
Ses02F_impro07_M028,679.2930867574296
Ses02F_impro07_M029,340.7940153609831
Ses02F_impro07_M030,647.014208133367
Ses02F_impro07_M031,289.9455704576893
Ses02F_impro07_M032,170.4836354961832
Ses02F_impro07_M033,319.20243858705396
Ses02F_impro07_M034,252.13011193616313
Ses02F_impro07_M035,227.31705617685614
Ses02F_impro08_F000,680.1442973523422
Ses02F_impro08_F001,530.8797856049005
Ses02F_impro08_F002,438.8703503545725
Ses02F_impro08_F003,449.0794121879272
Ses02F_impro08_F004,548.2735173253949
Ses02F_impro08_F005,488.80427314879
Ses02F_impro08_F006,444.16981732298643
Ses02F_impro08_F007,622.1993896236012
Ses02F_impro08_F008,777.6305272542028
Ses02F_impro08_F009,466.126135811378
Ses02F_impro08_F010,413.8650585613446
Ses02F_impro08_F011,818.5435196446513
Ses02F_impro08_F012,492.6100038338162
Ses02F_impro08_F013,473.5777992544526
Ses02F_impro08_F014,420.7488058568814
Ses02F_impro08_F015,376.6700715870557
Ses02F_impro08_F016,368.65556703327866
Ses02F_impro08_F017,301.6160111705841
Ses02F_impro08_F018,562.944353038917
Ses02F_impro08_F019,405.8093901489463
Ses02F_impro08_F020,434.95376855530003
Ses02F_impro08_F021,426.0457072912235
Ses02F_impro08_F022,439.4553353992902
Ses02F_impro08_F023,479.70730099502487
Ses02F_impro08_F024,278.0352175516663
Ses02F_impro08_F025,465.1668464228519
Ses02F_impro08_F026,386.4489400128483
Ses02F_impro08_F027,174.6087656685237
Ses02F_impro08_M000,389.1539416709119
Ses02F_impro08_M001,489.04294133302915
Ses02F_impro08_M002,394.99084572100446
Ses02F_impro08_M003,111.6945857352775
Ses02F_impro08_M004,474.11591783134793
Ses02F_impro08_M005,470.96584939684817
Ses02F_impro08_M006,216.48735724572157
Ses02F_impro08_M007,474.71074464398555
Ses02F_impro08_M008,213.17714201008005
Ses02F_impro08_M009,456.9912458514676
Ses02F_impro08_M010,279.2397776387625
Ses02F_impro08_M011,199.07115507338864
Ses02F_impro08_M012,397.15374653098985
Ses02F_impro08_M013,192.9904370461707
Ses02F_impro08_M014,377.7957741253293
Ses02F_impro08_M015,531.7530558595788
Ses02F_impro08_M016,252.9399317167527
Ses02F_impro08_M017,248.4542731678017
Ses02F_impro08_M018,226.64354943375687
Ses02F_impro08_M019,78.55840223034032
Ses02F_script01_1_F000,199.73490156522993
Ses02F_script01_1_F001,178.49652083075125
Ses02F_script01_1_F002,70.66925298504246
Ses02F_script01_1_F003,159.0437890625
Ses02F_script01_1_F004,62.35094150452737
Ses02F_script01_1_F005,71.36692406983853
Ses02F_script01_1_F006,117.27080627705628
Ses02F_script01_1_F007,283.6774820222783
Ses02F_script01_1_F008,119.22399817850638
Ses02F_script01_1_F009,53.66700651624629
Ses02F_script01_1_F010,164.50993243243244
Ses02F_script01_1_F011,208.79895217377984
Ses02F_script01_1_F012,296.7421524663677
Ses02F_script01_1_F013,257.11791666666664
Ses02F_script01_1_F014,269.9324413863405
Ses02F_script01_1_F015,375.29985595390525
Ses02F_script01_1_F016,59.15729126255442
Ses02F_script01_1_F017,106.9768761633802
Ses02F_script01_1_F018,195.79695379495712
Ses02F_script01_1_F019,218.80961608966638
Ses02F_script01_1_F020,209.83301489637304
Ses02F_script01_1_F021,270.78427140049615
Ses02F_script01_1_F022,316.0945
Ses02F_script01_1_F023,323.2489965095986
Ses02F_script01_1_F024,245.40599599435782
Ses02F_script01_1_F025,173.99690952282108
Ses02F_script01_1_F026,116.03862251117432
Ses02F_script01_1_F027,142.6315752121952
Ses02F_script01_1_F028,279.3447594501718
Ses02F_script01_1_F029,229.09942630898513
Ses02F_script01_1_F030,235.9428690119597
Ses02F_script01_1_F031,298.27151953520445
Ses02F_script01_1_F032,313.1917038690476
Ses02F_script01_1_F033,408.42660211267605
Ses02F_script01_1_F034,178.74664838867074
Ses02F_script01_1_F035,131.88701171875
Ses02F_script01_1_F036,537.3926180701949
Ses02F_script01_1_F037,549.4971601478211
Ses02F_script01_1_F038,453.04930875576036
Ses02F_script01_1_F039,174.11503343284625
Ses02F_script01_1_F040,201.02730503085843
Ses02F_script01_1_F041,498.89725449261914
Ses02F_script01_1_F042,154.005125
Ses02F_script01_1_F043,64.65115181268882
Ses02F_script01_1_F044,63.94158115671642
Ses02F_script01_1_M000,156.64804298944318
Ses02F_script01_1_M001,234.37178572641733
Ses02F_script01_1_M002,256.99815160324556
Ses02F_script01_1_M003,179.48565651201503
Ses02F_script01_1_M004,156.28252700181326
Ses02F_script01_1_M005,153.7305833004157
Ses02F_script01_1_M006,161.8477011494253
Ses02F_script01_1_M007,222.43963898163605
Ses02F_script01_1_M008,238.25275402414488
Ses02F_script01_1_M009,299.8664684865998
Ses02F_script01_1_M010,421.8285853396794
Ses02F_script01_1_M011,423.38449991539255
Ses02F_script01_1_M012,394.7853990141435
Ses02F_script01_1_M013,486.30352406679765
Ses02F_script01_1_M014,137.47598002039803
Ses02F_script01_1_M015,277.18912939864566
Ses02F_script01_1_M016,145.43363118662901
Ses02F_script01_1_M017,120.26890862623043
Ses02F_script01_1_M018,265.4464412811388
Ses02F_script01_1_M019,458.7854538567167
Ses02F_script01_1_M020,558.0241243949846
Ses02F_script01_1_M021,565.8924507168459
Ses02F_script01_1_M022,400.65936962134253
Ses02F_script01_1_M023,549.5783904204957
Ses02F_script01_1_M024,289.01337332290126
Ses02F_script01_1_M025,452.4598034331265
Ses02F_script01_1_M026,225.71358280805342
Ses02F_script01_1_M027,244.3638739542397
Ses02F_script01_1_M028,414.07301267281105
Ses02F_script01_1_M029,194.38019700146367
Ses02F_script01_1_M030,463.7307392996109
Ses02F_script01_1_M031,616.7074340527578
Ses02F_script01_1_M032,284.8864066155966
Ses02F_script01_1_M033,436.44818870563176
Ses02F_script01_1_M034,189.03258065033094
Ses02F_script01_1_M035,280.5634487132278
Ses02F_script01_1_M036,652.7033639143731
Ses02F_script01_1_M037,495.3637384735231
Ses02F_script01_1_M038,585.1689354830613
Ses02F_script01_1_M039,342.0426052631579
Ses02F_script01_1_M040,143.08192435070595
Ses02F_script01_1_M041,219.64518803545994
Ses02F_script01_1_M042,372.520718503937
Ses02F_script01_1_M043,187.57051644710256
Ses02F_script01_1_M044,104.55008413617115
Ses02F_script01_2_F000,305.75126096491226
Ses02F_script01_2_F001,660.0157514214878
Ses02F_script01_2_F002,282.8362828947368
Ses02F_script01_2_F003,324.7029702970297
Ses02F_script01_2_F004,411.5185627924451
Ses02F_script01_2_F005,467.88366279069766
Ses02F_script01_2_F006,425.30832276894955
Ses02F_script01_2_F007,621.4720671521036
Ses02F_script01_2_F008,594.1948623470523
Ses02F_script01_2_F009,521.5763397790055
Ses02F_script01_2_F010,359.6710159063625
Ses02F_script01_2_F011,827.4893561484919
Ses02F_script01_2_F012,634.4351793318145
Ses02F_script01_2_F013,919.1675914784581
Ses02F_script01_2_F014,754.6411005434783
Ses02F_script01_2_F015,762.6838382247847
Ses02F_script01_2_F016,803.8990829260695
Ses02F_script01_2_F017,241.26373424316097
Ses02F_script01_2_F018,1087.2686930491134
Ses02F_script01_2_M000,353.86146575707915
Ses02F_script01_2_M001,477.898280716468
Ses02F_script01_2_M002,409.6359278217722
Ses02F_script01_2_M003,537.3475160487136
Ses02F_script01_2_M004,426.48215460526313
Ses02F_script01_2_M005,197.865625
Ses02F_script01_2_M006,252.84698568074342
Ses02F_script01_2_M007,294.4816843326138
Ses02F_script01_2_M008,231.782760179792
Ses02F_script01_2_M009,343.51841634517984
Ses02F_script01_2_M010,387.7902222222222
Ses02F_script01_2_M011,129.25752952755906
Ses02F_script01_2_M012,582.8098802395209
Ses02F_script01_2_M013,336.29905104712043
Ses02F_script01_2_M014,806.3977311643836
Ses02F_script01_2_M015,483.15026859208723
Ses02F_script01_2_M016,850.14125
Ses02F_script01_2_M017,593.4479915946011
Ses02F_script01_2_M018,590.2281530269058
Ses02F_script01_3_F000,389.4118556701031
Ses02F_script01_3_F001,172.56013257575756
Ses02F_script01_3_F002,254.08353873239437
Ses02F_script01_3_F003,205.9190340909091
Ses02F_script01_3_F004,327.0616247347681
Ses02F_script01_3_F005,307.1976243079999
Ses02F_script01_3_F006,268.19484447004606
Ses02F_script01_3_F007,319.12885154061627
Ses02F_script01_3_F008,112.02360074626866
Ses02F_script01_3_F009,242.41730662079993
Ses02F_script01_3_F010,116.00922765769182
Ses02F_script01_3_F011,390.97083333333336
Ses02F_script01_3_F012,274.3132948764535
Ses02F_script01_3_F013,159.13365531134585
Ses02F_script01_3_F014,243.3729179826457
Ses02F_script01_3_F015,506.6801120602427
Ses02F_script01_3_F016,645.2760901162791
Ses02F_script01_3_F017,298.59818672839504
Ses02F_script01_3_F018,142.87764489420422
Ses02F_script01_3_F019,167.87636888121227
Ses02F_script01_3_F020,135.6071212579377
Ses02F_script01_3_F021,130.9588947443384
Ses02F_script01_3_F022,107.04734126093786
Ses02F_script01_3_F023,85.74792024296843
Ses02F_script01_3_F024,161.92080591198206
Ses02F_script01_3_F025,56.47761299186247
Ses02F_script01_3_F026,132.65914433474376
Ses02F_script01_3_F027,292.82870108700104
Ses02F_script01_3_F028,442.49638196055685
Ses02F_script01_3_F029,415.87916666666666
Ses02F_script01_3_M000,333.7117673992674
Ses02F_script01_3_M001,319.1994393727035
Ses02F_script01_3_M002,148.27413020631673
Ses02F_script01_3_M003,136.20332880434782
Ses02F_script01_3_M004,166.38440055854778
Ses02F_script01_3_M005,362.1792943107221
Ses02F_script01_3_M006,183.2277580365259
Ses02F_script01_3_M007,291.10213543489954
Ses02F_script01_3_M008,724.266881443299
Ses02F_script01_3_M009,486.6720620051137
Ses02F_script01_3_M010,340.0732363145089
Ses02F_script01_3_M011,272.194026532276
Ses02F_script01_3_M012,231.66972958781832
Ses02F_script01_3_M013,453.86674156488965
Ses02F_script01_3_M014,738.8513414634147
Ses02F_script01_3_M015,472.1567005436067
Ses02F_script01_3_M016,666.1654583907659
