session,maxAmplitude
Ses01M_script03_2\Ses01M_script03_2_F010,6075
Ses01M_script03_2\Ses01M_script03_2_F011,12051
Ses01M_script03_2\Ses01M_script03_2_F012,24013
Ses01M_script03_2\Ses01M_script03_2_F013,12776
Ses01M_script03_2\Ses01M_script03_2_F014,4358
Ses01M_script03_2\Ses01M_script03_2_F015,21757
Ses01M_script03_2\Ses01M_script03_2_F016,10209
Ses01M_script03_2\Ses01M_script03_2_F017,16063
Ses01M_script03_2\Ses01M_script03_2_F018,3239
Ses01M_script03_2\Ses01M_script03_2_F019,13721
Ses01M_script03_2\Ses01M_script03_2_F020,32767
Ses01M_script03_2\Ses01M_script03_2_F021,32767
Ses01M_script03_2\Ses01M_script03_2_F022,20184
Ses01M_script03_2\Ses01M_script03_2_F023,32767
Ses01M_script03_2\Ses01M_script03_2_F024,32767
Ses01M_script03_2\Ses01M_script03_2_F025,32767
Ses01M_script03_2\Ses01M_script03_2_F026,32767
Ses01M_script03_2\Ses01M_script03_2_F027,30592
Ses01M_script03_2\Ses01M_script03_2_F028,32767
Ses01M_script03_2\Ses01M_script03_2_F029,32767
Ses01M_script03_2\Ses01M_script03_2_F030,32767
Ses01M_script03_2\Ses01M_script03_2_F031,11033
Ses01M_script03_2\Ses01M_script03_2_F032,30781
Ses01M_script03_2\Ses01M_script03_2_F033,32767
Ses01M_script03_2\Ses01M_script03_2_F034,14424
Ses01M_script03_2\Ses01M_script03_2_F035,32767
Ses01M_script03_2\Ses01M_script03_2_F036,26751
Ses01M_script03_2\Ses01M_script03_2_F037,32767
Ses01M_script03_2\Ses01M_script03_2_F038,32767
Ses01M_script03_2\Ses01M_script03_2_F039,32767
Ses01M_script03_2\Ses01M_script03_2_F040,32767
Ses01M_script03_2\Ses01M_script03_2_F041,32767
Ses01M_script03_2\Ses01M_script03_2_M000,10644
Ses01M_script03_2\Ses01M_script03_2_M001,11955
Ses01M_script03_2\Ses01M_script03_2_M002,2461
Ses01M_script03_2\Ses01M_script03_2_M003,11467
Ses01M_script03_2\Ses01M_script03_2_M004,13930
Ses01M_script03_2\Ses01M_script03_2_M005,25896
Ses01M_script03_2\Ses01M_script03_2_M006,9972
Ses01M_script03_2\Ses01M_script03_2_M007,21554
Ses01M_script03_2\Ses01M_script03_2_M008,3879
Ses01M_script03_2\Ses01M_script03_2_M009,4082
Ses01M_script03_2\Ses01M_script03_2_M010,4079
Ses01M_script03_2\Ses01M_script03_2_M011,12144
Ses01M_script03_2\Ses01M_script03_2_M012,15807
Ses01M_script03_2\Ses01M_script03_2_M013,11916
Ses01M_script03_2\Ses01M_script03_2_M014,11607
Ses01M_script03_2\Ses01M_script03_2_M015,10525
Ses01M_script03_2\Ses01M_script03_2_M016,6085
Ses01M_script03_2\Ses01M_script03_2_M017,4593
Ses01M_script03_2\Ses01M_script03_2_M018,10941
Ses01M_script03_2\Ses01M_script03_2_M019,5228
Ses01M_script03_2\Ses01M_script03_2_M020,5447
Ses01M_script03_2\Ses01M_script03_2_M021,2587
Ses01M_script03_2\Ses01M_script03_2_M022,11983
Ses01M_script03_2\Ses01M_script03_2_M023,27902
Ses01M_script03_2\Ses01M_script03_2_M024,16902
Ses01M_script03_2\Ses01M_script03_2_M025,27041
Ses01M_script03_2\Ses01M_script03_2_M026,12611
Ses01M_script03_2\Ses01M_script03_2_M027,32767
Ses01M_script03_2\Ses01M_script03_2_M028,32767
Ses01M_script03_2\Ses01M_script03_2_M029,32767
Ses01M_script03_2\Ses01M_script03_2_M030,32767
Ses01M_script03_2\Ses01M_script03_2_M031,32767
Ses01M_script03_2\Ses01M_script03_2_M032,16333
Ses01M_script03_2\Ses01M_script03_2_M033,24459
Ses01M_script03_2\Ses01M_script03_2_M034,5020
Ses01M_script03_2\Ses01M_script03_2_M035,6289
Ses01M_script03_2\Ses01M_script03_2_M036,32767
Ses01M_script03_2\Ses01M_script03_2_M037,16147
Ses01M_script03_2\Ses01M_script03_2_M038,32767
Ses01M_script03_2\Ses01M_script03_2_M039,32767
Ses01M_script03_2\Ses01M_script03_2_M040,32767
Ses01M_script03_2\Ses01M_script03_2_M041,11468
Ses01M_script03_2\Ses01M_script03_2_M042,18911
Ses01M_script03_2\Ses01M_script03_2_M043,32767
Ses02F_impro01\Ses02F_impro01_F000,4549
Ses02F_impro01\Ses02F_impro01_F001,4335
Ses02F_impro01\Ses02F_impro01_F002,7024
Ses02F_impro01\Ses02F_impro01_F003,5278
Ses02F_impro01\Ses02F_impro01_F004,5467
Ses02F_impro01\Ses02F_impro01_F005,6876
Ses02F_impro01\Ses02F_impro01_F006,9452
Ses02F_impro01\Ses02F_impro01_F007,8113
Ses02F_impro01\Ses02F_impro01_F008,5453
Ses02F_impro01\Ses02F_impro01_F009,6214
Ses02F_impro01\Ses02F_impro01_F010,9124
Ses02F_impro01\Ses02F_impro01_F011,8360
Ses02F_impro01\Ses02F_impro01_F012,10059
Ses02F_impro01\Ses02F_impro01_F013,10476
Ses02F_impro01\Ses02F_impro01_F014,13864
Ses02F_impro01\Ses02F_impro01_F015,14791
Ses02F_impro01\Ses02F_impro01_F016,7897
Ses02F_impro01\Ses02F_impro01_F017,8303
Ses02F_impro01\Ses02F_impro01_F018,27288
Ses02F_impro01\Ses02F_impro01_F019,14092
Ses02F_impro01\Ses02F_impro01_F020,14299
Ses02F_impro01\Ses02F_impro01_F021,12532
Ses02F_impro01\Ses02F_impro01_F022,5322
Ses02F_impro01\Ses02F_impro01_F023,7510
Ses02F_impro01\Ses02F_impro01_M000,3813
Ses02F_impro01\Ses02F_impro01_M001,3309
Ses02F_impro01\Ses02F_impro01_M002,4138
Ses02F_impro01\Ses02F_impro01_M003,3861
Ses02F_impro01\Ses02F_impro01_M004,5316
Ses02F_impro01\Ses02F_impro01_M005,3931
Ses02F_impro01\Ses02F_impro01_M006,4935
Ses02F_impro01\Ses02F_impro01_M007,6972
Ses02F_impro01\Ses02F_impro01_M008,8707
Ses02F_impro01\Ses02F_impro01_M009,6594
Ses02F_impro01\Ses02F_impro01_M010,4941
Ses02F_impro01\Ses02F_impro01_M011,9212
Ses02F_impro01\Ses02F_impro01_M012,4679
Ses02F_impro01\Ses02F_impro01_M013,7541
Ses02F_impro01\Ses02F_impro01_M014,10552
Ses02F_impro01\Ses02F_impro01_M015,10315
Ses02F_impro01\Ses02F_impro01_M016,6296
Ses02F_impro01\Ses02F_impro01_M017,9260
Ses02F_impro01\Ses02F_impro01_M018,12972
Ses02F_impro01\Ses02F_impro01_M019,19139
Ses02F_impro01\Ses02F_impro01_M020,14641
Ses02F_impro01\Ses02F_impro01_M021,14090
Ses02F_impro01\Ses02F_impro01_M022,9621
Ses02F_impro01\Ses02F_impro01_M023,8332
Ses02F_impro01\Ses02F_impro01_M024,12194
Ses02F_impro02\Ses02F_impro02_F000,1927
Ses02F_impro02\Ses02F_impro02_F001,2788
Ses02F_impro02\Ses02F_impro02_F002,3276
Ses02F_impro02\Ses02F_impro02_F003,1401
Ses02F_impro02\Ses02F_impro02_F004,3379
Ses02F_impro02\Ses02F_impro02_F005,2959
Ses02F_impro02\Ses02F_impro02_F006,4994
Ses02F_impro02\Ses02F_impro02_F007,4857
Ses02F_impro02\Ses02F_impro02_F008,4772
Ses02F_impro02\Ses02F_impro02_F009,1968
Ses02F_impro02\Ses02F_impro02_F010,5673
Ses02F_impro02\Ses02F_impro02_F011,3976
Ses02F_impro02\Ses02F_impro02_F012,2445
Ses02F_impro02\Ses02F_impro02_F013,11971
Ses02F_impro02\Ses02F_impro02_M000,5611
Ses02F_impro02\Ses02F_impro02_M001,4398
Ses02F_impro02\Ses02F_impro02_M002,4059
Ses02F_impro02\Ses02F_impro02_M003,4027
Ses02F_impro02\Ses02F_impro02_M004,2799
Ses02F_impro02\Ses02F_impro02_M005,3784
Ses02F_impro02\Ses02F_impro02_M006,3892
Ses02F_impro02\Ses02F_impro02_M007,8066
Ses02F_impro02\Ses02F_impro02_M008,6796
Ses02F_impro02\Ses02F_impro02_M009,3113
Ses02F_impro02\Ses02F_impro02_M010,3646
Ses02F_impro02\Ses02F_impro02_M011,8701
Ses02F_impro02\Ses02F_impro02_M012,874
Ses02F_impro03\Ses02F_impro03_F000,26071
Ses02F_impro03\Ses02F_impro03_F001,21636
Ses02F_impro03\Ses02F_impro03_F002,6772
Ses02F_impro03\Ses02F_impro03_F003,14733
Ses02F_impro03\Ses02F_impro03_F004,18290
Ses02F_impro03\Ses02F_impro03_F005,15577
Ses02F_impro03\Ses02F_impro03_F006,22723
Ses02F_impro03\Ses02F_impro03_F007,8100
Ses02F_impro03\Ses02F_impro03_F008,7740
Ses02F_impro03\Ses02F_impro03_F009,20419
Ses02F_impro03\Ses02F_impro03_F010,10774
Ses02F_impro03\Ses02F_impro03_F011,11265
Ses02F_impro03\Ses02F_impro03_F012,12781
Ses02F_impro03\Ses02F_impro03_F013,12639
Ses02F_impro03\Ses02F_impro03_F014,19669
Ses02F_impro03\Ses02F_impro03_F015,10951
Ses02F_impro03\Ses02F_impro03_F016,6094
Ses02F_impro03\Ses02F_impro03_F017,10442
Ses02F_impro03\Ses02F_impro03_F018,10608
Ses02F_impro03\Ses02F_impro03_F019,12926
Ses02F_impro03\Ses02F_impro03_F020,7297
Ses02F_impro03\Ses02F_impro03_F021,6529
Ses02F_impro03\Ses02F_impro03_F022,13057
Ses02F_impro03\Ses02F_impro03_F023,4424
Ses02F_impro03\Ses02F_impro03_F024,18082
Ses02F_impro03\Ses02F_impro03_F025,6105
Ses02F_impro03\Ses02F_impro03_F026,4863
Ses02F_impro03\Ses02F_impro03_F027,8091
Ses02F_impro03\Ses02F_impro03_F028,12893
Ses02F_impro03\Ses02F_impro03_F029,9289
Ses02F_impro03\Ses02F_impro03_F030,5122
Ses02F_impro03\Ses02F_impro03_M000,8869
Ses02F_impro03\Ses02F_impro03_M001,8281
Ses02F_impro03\Ses02F_impro03_M002,12652
Ses02F_impro03\Ses02F_impro03_M003,21945
Ses02F_impro03\Ses02F_impro03_M004,12965
Ses02F_impro03\Ses02F_impro03_M005,15200
Ses02F_impro03\Ses02F_impro03_M006,5708
Ses02F_impro03\Ses02F_impro03_M007,5240
Ses02F_impro03\Ses02F_impro03_M008,7962
Ses02F_impro03\Ses02F_impro03_M009,8575
Ses02F_impro03\Ses02F_impro03_M010,16219
Ses02F_impro03\Ses02F_impro03_M011,6424
Ses02F_impro03\Ses02F_impro03_M012,15902
Ses02F_impro03\Ses02F_impro03_M013,6110
Ses02F_impro03\Ses02F_impro03_M014,2201
Ses02F_impro03\Ses02F_impro03_M015,3993
Ses02F_impro03\Ses02F_impro03_M016,6660
Ses02F_impro03\Ses02F_impro03_M017,2451
Ses02F_impro03\Ses02F_impro03_M018,4257
Ses02F_impro03\Ses02F_impro03_M019,10404
Ses02F_impro03\Ses02F_impro03_M020,3552
Ses02F_impro03\Ses02F_impro03_M021,6204
Ses02F_impro03\Ses02F_impro03_M022,8631
Ses02F_impro03\Ses02F_impro03_M023,9302
Ses02F_impro03\Ses02F_impro03_M024,10417
Ses02F_impro03\Ses02F_impro03_M025,10913
Ses02F_impro03\Ses02F_impro03_M026,2616
Ses02F_impro04\Ses02F_impro04_F000,4886
Ses02F_impro04\Ses02F_impro04_F001,4491
Ses02F_impro04\Ses02F_impro04_F002,5032
Ses02F_impro04\Ses02F_impro04_F003,7047
Ses02F_impro04\Ses02F_impro04_F004,4457
Ses02F_impro04\Ses02F_impro04_F005,4418
Ses02F_impro04\Ses02F_impro04_F006,6410
Ses02F_impro04\Ses02F_impro04_F007,5067
Ses02F_impro04\Ses02F_impro04_F008,6358
Ses02F_impro04\Ses02F_impro04_F009,3102
Ses02F_impro04\Ses02F_impro04_F010,4664
Ses02F_impro04\Ses02F_impro04_F011,6343
Ses02F_impro04\Ses02F_impro04_F012,5621
Ses02F_impro04\Ses02F_impro04_F013,7452
Ses02F_impro04\Ses02F_impro04_F014,5406
Ses02F_impro04\Ses02F_impro04_F015,5164
Ses02F_impro04\Ses02F_impro04_F016,3523
Ses02F_impro04\Ses02F_impro04_F017,7293
Ses02F_impro04\Ses02F_impro04_M000,4273
Ses02F_impro04\Ses02F_impro04_M001,4661
Ses02F_impro04\Ses02F_impro04_M002,7747
Ses02F_impro04\Ses02F_impro04_M003,4943
Ses02F_impro04\Ses02F_impro04_M004,5954
Ses02F_impro04\Ses02F_impro04_M005,4763
Ses02F_impro04\Ses02F_impro04_M006,10555
Ses02F_impro04\Ses02F_impro04_M007,6816
Ses02F_impro04\Ses02F_impro04_M008,3594
Ses02F_impro04\Ses02F_impro04_M009,3557
Ses02F_impro04\Ses02F_impro04_M010,4722
Ses02F_impro04\Ses02F_impro04_M011,4873
Ses02F_impro04\Ses02F_impro04_M012,6794
Ses02F_impro04\Ses02F_impro04_M013,7101
Ses02F_impro04\Ses02F_impro04_M014,2704
Ses02F_impro04\Ses02F_impro04_M015,7528
Ses02F_impro04\Ses02F_impro04_M016,2377
Ses02F_impro04\Ses02F_impro04_M017,3042
Ses02F_impro04\Ses02F_impro04_M018,3349
Ses02F_impro04\Ses02F_impro04_M019,3463
Ses02F_impro04\Ses02F_impro04_M020,860
Ses02F_impro05\Ses02F_impro05_F000,6146
Ses02F_impro05\Ses02F_impro05_F001,7099
Ses02F_impro05\Ses02F_impro05_F002,4434
Ses02F_impro05\Ses02F_impro05_F003,12654
Ses02F_impro05\Ses02F_impro05_F004,2437
Ses02F_impro05\Ses02F_impro05_F005,10605
Ses02F_impro05\Ses02F_impro05_F006,13546
Ses02F_impro05\Ses02F_impro05_F007,8458
Ses02F_impro05\Ses02F_impro05_F008,10609
Ses02F_impro05\Ses02F_impro05_F009,10845
Ses02F_impro05\Ses02F_impro05_F010,10066
Ses02F_impro05\Ses02F_impro05_F011,7141
Ses02F_impro05\Ses02F_impro05_F012,10767
Ses02F_impro05\Ses02F_impro05_F013,16927
Ses02F_impro05\Ses02F_impro05_F014,8295
Ses02F_impro05\Ses02F_impro05_F015,6617
Ses02F_impro05\Ses02F_impro05_F016,9061
Ses02F_impro05\Ses02F_impro05_F017,16592
Ses02F_impro05\Ses02F_impro05_F018,9138
Ses02F_impro05\Ses02F_impro05_F019,11648
Ses02F_impro05\Ses02F_impro05_F020,5901
Ses02F_impro05\Ses02F_impro05_F021,1775
Ses02F_impro05\Ses02F_impro05_F022,3660
Ses02F_impro05\Ses02F_impro05_M000,2367
Ses02F_impro05\Ses02F_impro05_M001,4396
Ses02F_impro05\Ses02F_impro05_M002,5743
Ses02F_impro05\Ses02F_impro05_M003,4698
Ses02F_impro05\Ses02F_impro05_M004,5494
Ses02F_impro05\Ses02F_impro05_M005,2968
Ses02F_impro05\Ses02F_impro05_M006,5899
Ses02F_impro05\Ses02F_impro05_M007,4050
Ses02F_impro05\Ses02F_impro05_M008,4570
Ses02F_impro05\Ses02F_impro05_M009,3777
Ses02F_impro05\Ses02F_impro05_M010,7491
Ses02F_impro05\Ses02F_impro05_M011,5811
Ses02F_impro05\Ses02F_impro05_M012,7774
Ses02F_impro05\Ses02F_impro05_M013,5761
Ses02F_impro05\Ses02F_impro05_M014,5325
Ses02F_impro05\Ses02F_impro05_M015,4202
Ses02F_impro05\Ses02F_impro05_M016,7726
Ses02F_impro05\Ses02F_impro05_M017,6340
Ses02F_impro05\Ses02F_impro05_M018,5709
Ses02F_impro05\Ses02F_impro05_M019,6539
Ses02F_impro05\Ses02F_impro05_M020,5064
Ses02F_impro05\Ses02F_impro05_M021,2506
Ses02F_impro06\Ses02F_impro06_F000,2185
Ses02F_impro06\Ses02F_impro06_F001,2091
Ses02F_impro06\Ses02F_impro06_F002,3638
Ses02F_impro06\Ses02F_impro06_F003,692
Ses02F_impro06\Ses02F_impro06_F004,4511
Ses02F_impro06\Ses02F_impro06_F005,1364
Ses02F_impro06\Ses02F_impro06_F006,1991
Ses02F_impro06\Ses02F_impro06_F007,5682
Ses02F_impro06\Ses02F_impro06_F008,2508
Ses02F_impro06\Ses02F_impro06_F009,6228
Ses02F_impro06\Ses02F_impro06_F010,1116
Ses02F_impro06\Ses02F_impro06_F011,3312
Ses02F_impro06\Ses02F_impro06_F012,3198
Ses02F_impro06\Ses02F_impro06_F013,2525
Ses02F_impro06\Ses02F_impro06_F014,667
Ses02F_impro06\Ses02F_impro06_M000,1575
Ses02F_impro06\Ses02F_impro06_M001,1061
Ses02F_impro06\Ses02F_impro06_M002,1074
Ses02F_impro06\Ses02F_impro06_M003,873
Ses02F_impro06\Ses02F_impro06_M004,2174
Ses02F_impro06\Ses02F_impro06_M005,1515
Ses02F_impro06\Ses02F_impro06_M006,666
Ses02F_impro06\Ses02F_impro06_M007,1949
Ses02F_impro06\Ses02F_impro06_M008,697
Ses02F_impro06\Ses02F_impro06_M009,1795
Ses02F_impro06\Ses02F_impro06_M010,1018
Ses02F_impro06\Ses02F_impro06_M011,2073
Ses02F_impro06\Ses02F_impro06_M012,1948
Ses02F_impro06\Ses02F_impro06_M013,2360
Ses02F_impro06\Ses02F_impro06_M014,1266
Ses02F_impro06\Ses02F_impro06_M015,1480
Ses02F_impro06\Ses02F_impro06_M016,3238
Ses02F_impro06\Ses02F_impro06_M017,1750
Ses02F_impro06\Ses02F_impro06_M018,1174
Ses02F_impro06\Ses02F_impro06_M019,1214
Ses02F_impro07\Ses02F_impro07_F000,13128
Ses02F_impro07\Ses02F_impro07_F001,14762
Ses02F_impro07\Ses02F_impro07_F002,14284
Ses02F_impro07\Ses02F_impro07_F003,18880
Ses02F_impro07\Ses02F_impro07_F004,6065
Ses02F_impro07\Ses02F_impro07_F005,15136
Ses02F_impro07\Ses02F_impro07_F006,9178
Ses02F_impro07\Ses02F_impro07_F007,22405
Ses02F_impro07\Ses02F_impro07_F008,7629
Ses02F_impro07\Ses02F_impro07_F009,11306
Ses02F_impro07\Ses02F_impro07_F010,8340
Ses02F_impro07\Ses02F_impro07_F011,9692
Ses02F_impro07\Ses02F_impro07_F012,6105
Ses02F_impro07\Ses02F_impro07_F013,4727
Ses02F_impro07\Ses02F_impro07_F014,11273
Ses02F_impro07\Ses02F_impro07_F015,6428
Ses02F_impro07\Ses02F_impro07_F016,5615
Ses02F_impro07\Ses02F_impro07_F017,6018
Ses02F_impro07\Ses02F_impro07_F018,17744
Ses02F_impro07\Ses02F_impro07_F019,18296
Ses02F_impro07\Ses02F_impro07_F020,7189
Ses02F_impro07\Ses02F_impro07_F021,8452
Ses02F_impro07\Ses02F_impro07_F022,8637
Ses02F_impro07\Ses02F_impro07_F023,8360
Ses02F_impro07\Ses02F_impro07_F024,3697
Ses02F_impro07\Ses02F_impro07_F025,5584
Ses02F_impro07\Ses02F_impro07_F026,24771
Ses02F_impro07\Ses02F_impro07_F027,7171
Ses02F_impro07\Ses02F_impro07_F028,5273
Ses02F_impro07\Ses02F_impro07_F029,9140
Ses02F_impro07\Ses02F_impro07_F030,13420
Ses02F_impro07\Ses02F_impro07_F031,7776
Ses02F_impro07\Ses02F_impro07_F032,6129
Ses02F_impro07\Ses02F_impro07_F033,8470
Ses02F_impro07\Ses02F_impro07_F034,6355
Ses02F_impro07\Ses02F_impro07_F035,5412
Ses02F_impro07\Ses02F_impro07_F036,5773
Ses02F_impro07\Ses02F_impro07_F037,1485
Ses02F_impro07\Ses02F_impro07_M000,3478
Ses02F_impro07\Ses02F_impro07_M001,5023
Ses02F_impro07\Ses02F_impro07_M002,7636
Ses02F_impro07\Ses02F_impro07_M003,7472
Ses02F_impro07\Ses02F_impro07_M004,5132
Ses02F_impro07\Ses02F_impro07_M005,10856
Ses02F_impro07\Ses02F_impro07_M006,3950
Ses02F_impro07\Ses02F_impro07_M007,1730
Ses02F_impro07\Ses02F_impro07_M008,6297
Ses02F_impro07\Ses02F_impro07_M009,5210
Ses02F_impro07\Ses02F_impro07_M010,14759
Ses02F_impro07\Ses02F_impro07_M011,4563
Ses02F_impro07\Ses02F_impro07_M012,2618
Ses02F_impro07\Ses02F_impro07_M013,7808
Ses02F_impro07\Ses02F_impro07_M014,4226
Ses02F_impro07\Ses02F_impro07_M015,4575
Ses02F_impro07\Ses02F_impro07_M016,1755
Ses02F_impro07\Ses02F_impro07_M017,6638
Ses02F_impro07\Ses02F_impro07_M018,2930
Ses02F_impro07\Ses02F_impro07_M019,4048
Ses02F_impro07\Ses02F_impro07_M020,5449
Ses02F_impro07\Ses02F_impro07_M021,3449
Ses02F_impro07\Ses02F_impro07_M022,2519
Ses02F_impro07\Ses02F_impro07_M023,1036
Ses02F_impro07\Ses02F_impro07_M024,9273
Ses02F_impro07\Ses02F_impro07_M025,4681
Ses02F_impro07\Ses02F_impro07_M026,16161
Ses02F_impro07\Ses02F_impro07_M027,8934
Ses02F_impro07\Ses02F_impro07_M028,8894
Ses02F_impro07\Ses02F_impro07_M029,3989
Ses02F_impro07\Ses02F_impro07_M030,15279
Ses02F_impro07\Ses02F_impro07_M031,2559
Ses02F_impro07\Ses02F_impro07_M032,1677
Ses02F_impro07\Ses02F_impro07_M033,4404
Ses02F_impro07\Ses02F_impro07_M034,4658
Ses02F_impro07\Ses02F_impro07_M035,3201
Ses02F_impro08\Ses02F_impro08_F000,6330
Ses02F_impro08\Ses02F_impro08_F001,4539
Ses02F_impro08\Ses02F_impro08_F002,5846
Ses02F_impro08\Ses02F_impro08_F003,4233
Ses02F_impro08\Ses02F_impro08_F004,7475
Ses02F_impro08\Ses02F_impro08_F005,5124
Ses02F_impro08\Ses02F_impro08_F006,5656
Ses02F_impro08\Ses02F_impro08_F007,6562
Ses02F_impro08\Ses02F_impro08_F008,14491
Ses02F_impro08\Ses02F_impro08_F009,4345
Ses02F_impro08\Ses02F_impro08_F010,4997
Ses02F_impro08\Ses02F_impro08_F011,9044
Ses02F_impro08\Ses02F_impro08_F012,10518
Ses02F_impro08\Ses02F_impro08_F013,5313
Ses02F_impro08\Ses02F_impro08_F014,3912
Ses02F_impro08\Ses02F_impro08_F015,6427
Ses02F_impro08\Ses02F_impro08_F016,5906
Ses02F_impro08\Ses02F_impro08_F017,4106
Ses02F_impro08\Ses02F_impro08_F018,6413
Ses02F_impro08\Ses02F_impro08_F019,5291
Ses02F_impro08\Ses02F_impro08_F020,3790
Ses02F_impro08\Ses02F_impro08_F021,5073
Ses02F_impro08\Ses02F_impro08_F022,4569
Ses02F_impro08\Ses02F_impro08_F023,11177
Ses02F_impro08\Ses02F_impro08_F024,3601
Ses02F_impro08\Ses02F_impro08_F025,7494
Ses02F_impro08\Ses02F_impro08_F026,6199
Ses02F_impro08\Ses02F_impro08_F027,3106
Ses02F_impro08\Ses02F_impro08_M000,6904
Ses02F_impro08\Ses02F_impro08_M001,6350
Ses02F_impro08\Ses02F_impro08_M002,7082
Ses02F_impro08\Ses02F_impro08_M003,1922
Ses02F_impro08\Ses02F_impro08_M004,5251
Ses02F_impro08\Ses02F_impro08_M005,5398
Ses02F_impro08\Ses02F_impro08_M006,3051
Ses02F_impro08\Ses02F_impro08_M007,8487
Ses02F_impro08\Ses02F_impro08_M008,2726
Ses02F_impro08\Ses02F_impro08_M009,6237
Ses02F_impro08\Ses02F_impro08_M010,2959
Ses02F_impro08\Ses02F_impro08_M011,2879
Ses02F_impro08\Ses02F_impro08_M012,3240
Ses02F_impro08\Ses02F_impro08_M013,3950
Ses02F_impro08\Ses02F_impro08_M014,3551
Ses02F_impro08\Ses02F_impro08_M015,6776
Ses02F_impro08\Ses02F_impro08_M016,3311
Ses02F_impro08\Ses02F_impro08_M017,5442
Ses02F_impro08\Ses02F_impro08_M018,2531
Ses02F_impro08\Ses02F_impro08_M019,1217
Ses02F_script01_1\Ses02F_script01_1_F000,2422
Ses02F_script01_1\Ses02F_script01_1_F001,3009
Ses02F_script01_1\Ses02F_script01_1_F002,957
Ses02F_script01_1\Ses02F_script01_1_F003,1658
Ses02F_script01_1\Ses02F_script01_1_F004,764
Ses02F_script01_1\Ses02F_script01_1_F005,1331
Ses02F_script01_1\Ses02F_script01_1_F006,1301
Ses02F_script01_1\Ses02F_script01_1_F007,3567
Ses02F_script01_1\Ses02F_script01_1_F008,1679
Ses02F_script01_1\Ses02F_script01_1_F009,930
Ses02F_script01_1\Ses02F_script01_1_F010,1187
Ses02F_script01_1\Ses02F_script01_1_F011,1915
Ses02F_script01_1\Ses02F_script01_1_F012,3564
Ses02F_script01_1\Ses02F_script01_1_F013,3003
Ses02F_script01_1\Ses02F_script01_1_F014,3848
Ses02F_script01_1\Ses02F_script01_1_F015,4983
Ses02F_script01_1\Ses02F_script01_1_F016,962
Ses02F_script01_1\Ses02F_script01_1_F017,1641
Ses02F_script01_1\Ses02F_script01_1_F018,2186
Ses02F_script01_1\Ses02F_script01_1_F019,2696
Ses02F_script01_1\Ses02F_script01_1_F020,2836
Ses02F_script01_1\Ses02F_script01_1_F021,2347
Ses02F_script01_1\Ses02F_script01_1_F022,4119
Ses02F_script01_1\Ses02F_script01_1_F023,3988
Ses02F_script01_1\Ses02F_script01_1_F024,3859
Ses02F_script01_1\Ses02F_script01_1_F025,1356
Ses02F_script01_1\Ses02F_script01_1_F026,1589
Ses02F_script01_1\Ses02F_script01_1_F027,1850
Ses02F_script01_1\Ses02F_script01_1_F028,3789
Ses02F_script01_1\Ses02F_script01_1_F029,3081
Ses02F_script01_1\Ses02F_script01_1_F030,3946
Ses02F_script01_1\Ses02F_script01_1_F031,5157
Ses02F_script01_1\Ses02F_script01_1_F032,6556
Ses02F_script01_1\Ses02F_script01_1_F033,4154
Ses02F_script01_1\Ses02F_script01_1_F034,2800
Ses02F_script01_1\Ses02F_script01_1_F035,2932
Ses02F_script01_1\Ses02F_script01_1_F036,5559
Ses02F_script01_1\Ses02F_script01_1_F037,8730
Ses02F_script01_1\Ses02F_script01_1_F038,8268
Ses02F_script01_1\Ses02F_script01_1_F039,1903
Ses02F_script01_1\Ses02F_script01_1_F040,3480
Ses02F_script01_1\Ses02F_script01_1_F041,10173
Ses02F_script01_1\Ses02F_script01_1_F042,2412
Ses02F_script01_1\Ses02F_script01_1_F043,884
Ses02F_script01_1\Ses02F_script01_1_F044,1162
Ses02F_script01_1\Ses02F_script01_1_M000,3949
Ses02F_script01_1\Ses02F_script01_1_M001,5031
Ses02F_script01_1\Ses02F_script01_1_M002,5718
Ses02F_script01_1\Ses02F_script01_1_M003,3837
Ses02F_script01_1\Ses02F_script01_1_M004,3050
Ses02F_script01_1\Ses02F_script01_1_M005,2584
Ses02F_script01_1\Ses02F_script01_1_M006,3520
Ses02F_script01_1\Ses02F_script01_1_M007,4677
Ses02F_script01_1\Ses02F_script01_1_M008,3570
Ses02F_script01_1\Ses02F_script01_1_M009,3909
Ses02F_script01_1\Ses02F_script01_1_M010,7307
Ses02F_script01_1\Ses02F_script01_1_M011,8447
Ses02F_script01_1\Ses02F_script01_1_M012,10177
Ses02F_script01_1\Ses02F_script01_1_M013,6109
Ses02F_script01_1\Ses02F_script01_1_M014,3494
Ses02F_script01_1\Ses02F_script01_1_M015,6830
Ses02F_script01_1\Ses02F_script01_1_M016,2089
Ses02F_script01_1\Ses02F_script01_1_M017,2791
Ses02F_script01_1\Ses02F_script01_1_M018,5004
Ses02F_script01_1\Ses02F_script01_1_M019,6561
Ses02F_script01_1\Ses02F_script01_1_M020,6333
Ses02F_script01_1\Ses02F_script01_1_M021,6373
Ses02F_script01_1\Ses02F_script01_1_M022,6787
Ses02F_script01_1\Ses02F_script01_1_M023,8712
Ses02F_script01_1\Ses02F_script01_1_M024,10133
Ses02F_script01_1\Ses02F_script01_1_M025,8338
Ses02F_script01_1\Ses02F_script01_1_M026,4835
Ses02F_script01_1\Ses02F_script01_1_M027,9806
Ses02F_script01_1\Ses02F_script01_1_M028,7721
Ses02F_script01_1\Ses02F_script01_1_M029,2933
