session,zeroCrossing
Ses01F_script03_2_M002,"[ 0.0234375   0.04052734  0.05859375  0.06494141  0.06982422  0.07080078
  0.08203125  0.09130859  0.10400391  0.109375    0.12011719  0.13183594
  0.13183594  0.14355469  0.12597656  0.12548828  0.13867188  0.13867188
  0.14208984  0.125       0.10253906  0.08007812  0.06884766  0.06787109
  0.08203125  0.08496094  0.08105469  0.06982422  0.04199219  0.03955078
  0.04931641  0.05175781  0.05322266  0.04980469  0.04882812  0.05517578
  0.06591797  0.08056641  0.07910156  0.07666016  0.06933594  0.06494141
  0.06396484  0.05712891  0.05859375  0.06298828  0.140625    0.24902344
  0.3515625   0.43652344  0.37207031  0.27001953  0.16992188  0.07519531
  0.06054688  0.06103516  0.05810547  0.05859375  0.06542969  0.0703125
  0.07617188  0.06787109  0.08935547  0.11767578  0.11181641  0.11230469
  0.08349609  0.06054688  0.07470703  0.09619141  0.11083984  0.11523438
  0.14111328  0.20117188  0.26806641  0.32568359  0.34960938  0.29394531
  0.24462891  0.18115234  0.11669922  0.09033203  0.05175781  0.04541016
  0.07275391  0.11865234  0.12402344  0.1171875   0.09472656  0.05322266
  0.05664062  0.06835938  0.06982422  0.07714844  0.07763672  0.10058594
  0.11621094  0.11474609  0.11669922  0.08544922  0.08544922  0.14599609
  0.18115234  0.20507812  0.18603516  0.12402344  0.08837891  0.06640625
  0.06494141  0.05957031  0.05273438  0.04980469  0.0546875   0.05029297
  0.04833984  0.03955078  0.02587891  0.02685547  0.02832031  0.03320312
  0.04150391  0.046875    0.05029297  0.05078125  0.05224609  0.06396484
  0.09521484  0.13818359  0.171875    0.171875    0.15039062  0.11914062
  0.09814453  0.09765625  0.08935547  0.08349609  0.05712891]"
Ses01F_script03_2_M003,"[ 0.08740234  0.12207031  0.14697266  0.125       0.11230469  0.09912109
  0.09082031  0.07519531  0.05810547  0.05664062  0.0546875   0.06103516
  0.06689453  0.07666016  0.07177734  0.06591797  0.06542969  0.04882812
  0.04736328  0.06933594  0.16943359  0.20214844  0.21142578  0.19433594
  0.09423828  0.06103516  0.07177734  0.08251953  0.08251953  0.13232422
  0.2421875   0.33837891  0.41357422  0.36328125  0.23925781  0.13232422
  0.05273438  0.05224609  0.04882812  0.04882812  0.04492188  0.03857422
  0.03515625  0.03222656  0.05273438  0.06201172  0.07519531  0.08886719
  0.09082031  0.10107422  0.10986328  0.10644531  0.08691406  0.07128906
  0.06347656  0.06445312  0.06835938  0.06982422  0.05761719  0.04150391
  0.03759766  0.03417969  0.03076172  0.04980469  0.11572266  0.15673828
  0.19140625  0.19189453  0.1328125   0.10791016  0.11279297  0.14648438
  0.17675781  0.20166016  0.20849609  0.18505859  0.16015625  0.12939453
  0.0859375   0.06445312  0.05322266  0.04541016  0.04589844  0.04443359
  0.04492188  0.04785156  0.07128906  0.15869141  0.18701172  0.21728516
  0.21728516  0.13720703  0.11816406  0.09375     0.078125    0.10009766
  0.12841797  0.125       0.11816406  0.08789062  0.046875    0.03857422
  0.04980469  0.09375     0.12939453  0.15136719  0.14794922  0.11083984
  0.08837891  0.08203125  0.08642578  0.11328125  0.16894531  0.21630859
  0.27832031  0.27783203  0.24023438  0.22753906  0.16943359  0.17285156
  0.15673828  0.12695312  0.13134766  0.11914062  0.12011719  0.11181641
  0.10253906  0.09179688  0.0859375   0.06738281]"
Ses01F_script03_2_M004,"[ 0.02783203  0.04541016  0.05957031  0.0625      0.05615234  0.05419922
  0.05615234  0.0625      0.07226562  0.07617188  0.06689453  0.05371094
  0.04394531  0.03613281  0.04345703  0.05078125  0.05712891  0.06103516
  0.06054688  0.05371094  0.04736328  0.04980469  0.06445312  0.07617188
  0.08496094  0.08056641  0.07128906  0.06542969  0.07177734  0.08935547
  0.10302734  0.10986328  0.10546875  0.08691406  0.07324219  0.06738281
  0.05761719  0.05322266  0.04394531  0.03808594  0.04003906  0.04785156
  0.05078125  0.04980469  0.04736328  0.04052734  0.04150391  0.04589844
  0.05078125  0.06005859  0.06396484  0.06884766  0.06787109  0.06054688
  0.05566406  0.04882812  0.04980469  0.07861328  0.12695312  0.13378906
  0.12841797  0.10107422  0.05322266  0.04589844  0.04980469  0.06542969
  0.13769531  0.18164062  0.18505859  0.16748047  0.09228516  0.04394531
  0.03808594  0.04296875  0.046875    0.05078125  0.05371094  0.05126953
  0.05175781  0.05175781  0.04882812  0.04589844  0.04199219  0.04492188
  0.04638672  0.05175781  0.06396484  0.07958984  0.10058594  0.15625
  0.21191406  0.22802734  0.20214844  0.14453125  0.07666016  0.04052734
  0.04589844  0.04541016  0.04492188  0.04248047  0.03808594  0.04150391
  0.046875    0.05664062  0.06201172  0.05859375  0.05566406  0.05273438
  0.05078125  0.05224609  0.04882812  0.04833984  0.04833984  0.04736328
  0.04785156  0.06494141  0.08789062  0.10595703  0.11865234  0.12109375
  0.11523438  0.109375    0.10888672  0.10351562  0.09912109  0.12011719
  0.13623047  0.13330078  0.12939453  0.10400391  0.0859375   0.06640625
  0.04589844]"
Ses01F_script03_2_M005,"[ 0.03662109  0.05029297  0.09179688  0.08251953  0.09082031  0.09277344
  0.06738281  0.06933594  0.06933594  0.06933594  0.07617188  0.09863281
  0.11669922  0.12695312  0.13671875  0.1171875   0.10742188  0.11279297
  0.10546875  0.109375    0.09277344  0.08740234  0.08886719  0.09082031
  0.10009766  0.09082031  0.07861328  0.07177734  0.06396484  0.05957031
  0.06054688  0.06542969  0.08691406  0.11474609  0.13330078  0.13378906
  0.12841797  0.11816406  0.12158203  0.13720703  0.13916016  0.14697266
  0.14794922  0.13916016  0.13867188  0.12988281  0.12255859  0.10986328
  0.09960938  0.08496094  0.07275391  0.08789062  0.08544922  0.08984375
  0.08935547  0.07763672  0.07666016  0.07470703  0.06201172  0.04638672
  0.03759766  0.02929688  0.03417969  0.04003906  0.04248047  0.04199219
  0.03759766  0.03320312  0.02978516  0.03417969  0.04345703  0.05224609
  0.05224609  0.04785156  0.0390625   0.03369141  0.03271484  0.03076172
  0.03027344  0.02685547  0.07617188  0.15917969  0.25292969  0.30664062
  0.26171875  0.18652344  0.11914062  0.1328125   0.19335938  0.29296875
  0.39257812  0.44677734  0.421875    0.31835938  0.19824219  0.07910156
  0.04101562  0.04150391  0.04833984  0.05078125  0.05419922  0.06054688
  0.06689453  0.07861328  0.08398438  0.08154297  0.0625      0.04443359
  0.03320312  0.03027344  0.03759766  0.04345703  0.04785156  0.04248047
  0.03466797  0.04541016  0.14550781  0.21240234  0.27880859  0.27148438
  0.18408203  0.13085938  0.06689453  0.06054688  0.04492188  0.03759766
  0.03515625  0.03808594  0.03662109  0.04199219  0.04931641  0.05761719
  0.06445312  0.0703125   0.07617188  0.07763672  0.08251953  0.07958984
  0.09423828  0.09912109  0.09765625  0.09912109  0.08789062  0.06835938
  0.05957031  0.05029297  0.04150391  0.05419922  0.06542969  0.07421875
  0.07958984  0.06298828  0.04248047]"
Ses01F_script03_2_M006,"[ 0.04492188  0.06494141  0.09033203  0.09765625  0.09619141  0.09521484
  0.08398438  0.07617188  0.06494141  0.06005859  0.06835938  0.07177734
  0.07714844  0.08642578  0.08300781  0.07519531  0.07763672  0.08447266
  0.09130859  0.09521484  0.08886719  0.07568359  0.06298828  0.06201172
  0.05957031  0.05761719  0.06054688  0.05957031  0.05175781  0.04882812
  0.046875    0.04248047  0.046875    0.04638672  0.046875    0.0546875
  0.05761719  0.06054688  0.06103516  0.06591797  0.07421875  0.08398438
  0.08056641  0.07568359  0.07324219  0.0703125   0.07958984  0.07910156
  0.07666016  0.07275391  0.06591797  0.06005859  0.05908203  0.06152344
  0.06347656  0.05224609]"
Ses01F_script03_2_M007,"[ 0.03320312  0.046875    0.06689453  0.07080078  0.06396484  0.06738281
  0.06640625  0.07128906  0.08642578  0.09228516  0.0859375   0.09472656
  0.12792969  0.15087891  0.19384766  0.21337891  0.20800781  0.21923828
  0.22119141  0.22509766  0.22216797  0.20068359  0.16210938  0.13330078
  0.1015625   0.0859375   0.07666016  0.06201172  0.05517578  0.04882812
  0.04833984  0.04345703  0.03955078  0.03466797  0.03955078  0.05029297
  0.05761719  0.06494141  0.06298828  0.05957031  0.04980469  0.04345703
  0.04003906  0.03515625  0.03466797  0.02978516  0.02636719  0.02294922
  0.02099609  0.0234375   0.02929688  0.03564453  0.04052734  0.04003906
  0.04052734  0.04589844  0.06054688  0.06445312  0.06396484  0.06103516
  0.05517578  0.05908203  0.05712891  0.0625      0.06396484  0.07177734
  0.07861328  0.07177734  0.06787109  0.06738281  0.05859375  0.06298828
  0.06396484  0.06054688  0.07128906  0.07226562  0.07324219  0.06884766
  0.07128906  0.06054688  0.04492188  0.03027344]"
Ses01F_script03_2_M008,"[ 0.0546875   0.08300781  0.13085938  0.13720703  0.125       0.12353516
  0.09179688  0.09521484  0.11230469  0.11035156  0.12548828  0.11914062
  0.09765625  0.10253906  0.10302734  0.10986328  0.12060547  0.11523438
  0.10644531  0.09521484  0.09423828  0.09082031  0.078125    0.07128906
  0.06396484  0.06005859  0.0625      0.06298828  0.05615234  0.05273438
  0.04833984  0.04199219  0.04443359  0.04785156  0.04736328  0.0546875
  0.05224609  0.04833984  0.13330078  0.18359375  0.18457031  0.17871094
  0.09912109  0.05419922  0.05859375  0.07373047  0.08300781  0.15771484
  0.17041016  0.17089844  0.18261719  0.10595703  0.09228516  0.08496094
  0.0625      0.0546875   0.04785156  0.04101562  0.03808594  0.03515625
  0.03417969  0.03759766  0.04150391  0.04638672  0.04785156  0.04931641
  0.05126953  0.0546875   0.04931641  0.04248047  0.04052734  0.03955078
  0.04248047  0.109375    0.17773438  0.26171875  0.3828125   0.38769531
  0.31689453  0.23193359  0.12060547  0.06054688  0.06835938  0.078125
  0.08007812  0.07519531  0.06494141  0.05566406  0.05322266  0.05712891
  0.07373047  0.08300781  0.08642578  0.09667969  0.08691406  0.09619141
  0.10693359  0.12011719  0.13671875  0.13671875  0.12597656  0.10449219
  0.09619141  0.08300781  0.07910156  0.08837891  0.08349609  0.08837891
  0.08886719  0.08349609  0.09082031  0.08984375  0.09912109  0.1015625
  0.08789062  0.09521484  0.11572266  0.15673828  0.20117188  0.22753906
  0.21582031  0.18554688  0.16162109  0.13476562  0.14404297  0.14013672
  0.10693359]"
Ses01F_script03_2_M009,"[ 0.06738281  0.09716797  0.13916016  0.13037109  0.13232422  0.14599609
  0.171875    0.26074219  0.31933594  0.30175781  0.24951172  0.14990234
  0.07275391  0.06152344  0.05517578  0.05175781  0.05517578  0.06054688
  0.07128906  0.08544922  0.09570312  0.09912109  0.10009766  0.09033203
  0.07275391  0.06298828  0.04785156  0.0390625   0.03710938  0.03662109
  0.05566406  0.06494141  0.07275391  0.07958984  0.0625      0.05029297
  0.03710938  0.0234375   0.01953125  0.02246094  0.02685547  0.02978516
  0.03662109  0.04052734  0.04199219  0.04248047  0.09814453  0.2109375
  0.32910156  0.40039062  0.390625    0.28808594  0.17333984  0.10791016
  0.06591797  0.05566406  0.05957031  0.07568359  0.11425781  0.13378906
  0.16552734  0.19287109  0.16455078  0.15820312  0.12255859  0.08837891
  0.10400391  0.10742188  0.11279297  0.11474609  0.10205078  0.09082031
  0.08544922  0.06933594  0.0625      0.06054688  0.06005859  0.06103516
  0.05419922  0.05810547  0.06494141  0.07226562  0.08056641  0.08251953
  0.08007812  0.08398438  0.07275391  0.07666016  0.07177734  0.06542969
  0.09765625  0.11328125  0.12060547  0.12792969  0.109375    0.09082031
  0.08349609  0.08886719  0.07861328  0.0625      0.05517578  0.03125
  0.03027344  0.03564453  0.0390625   0.046875    0.05029297  0.05664062
  0.07080078  0.06445312  0.05419922  0.04248047  0.02685547  0.02636719
  0.03710938  0.04199219  0.04736328  0.05517578  0.04833984  0.04541016
  0.04296875  0.04003906  0.04443359  0.05224609  0.05761719  0.06884766
  0.07177734  0.07080078  0.08349609  0.07666016  0.07470703  0.07666016
  0.06347656  0.05615234  0.06005859  0.07128906  0.07519531  0.11669922
  0.17724609  0.23779297  0.31054688  0.34765625  0.36865234  0.36230469
  0.34130859  0.30908203  0.27734375  0.26025391  0.24902344  0.25537109
  0.25195312  0.26757812  0.26513672  0.26171875  0.23388672  0.18652344
  0.140625    0.09521484  0.07958984  0.05419922  0.06005859  0.05957031
  0.05517578  0.06445312  0.06689453  0.07714844  0.07666016  0.07421875
  0.07177734  0.06005859  0.06689453  0.08349609  0.08398438  0.08496094
  0.07324219  0.05419922  0.07958984  0.16162109  0.16992188  0.1640625
  0.12744141  0.04394531  0.03662109  0.04394531  0.05810547  0.06201172
  0.0625      0.06005859  0.04980469  0.04785156  0.04785156  0.046875
  0.04736328  0.04443359  0.04199219  0.04541016  0.04980469  0.05175781
  0.05371094  0.05615234  0.05566406  0.06787109  0.07861328  0.08154297
  0.09130859  0.08837891  0.08740234  0.08935547  0.09619141  0.09130859
  0.09130859  0.10302734  0.09423828  0.09130859  0.09179688  0.09521484
  0.07519531  0.0625    ]"
Ses01F_script03_2_M010,"[ 0.03662109  0.05908203  0.08105469  0.08691406  0.08935547  0.08789062
  0.08789062  0.08740234  0.08886719  0.08349609  0.07080078  0.09130859
  0.12011719  0.13525391  0.16552734  0.15380859  0.12207031  0.10546875
  0.08642578  0.07226562  0.06689453  0.06005859  0.04638672  0.05029297
  0.04931641  0.05615234  0.06054688  0.04833984  0.04101562  0.03662109
  0.04003906  0.04589844  0.04931641  0.04833984  0.04394531  0.03662109
  0.03271484  0.03515625  0.04248047  0.04736328  0.05273438  0.05859375
  0.09179688  0.13720703  0.140625    0.14257812  0.10107422  0.04980469
  0.04248047  0.03369141  0.05566406  0.09082031  0.12304688  0.13964844
  0.17431641  0.20117188  0.22216797  0.21923828  0.19189453  0.14453125
  0.10302734  0.09472656  0.06933594  0.07177734  0.08105469  0.09423828
  0.10449219  0.11621094  0.12744141  0.14111328  0.15185547  0.16064453
  0.16455078  0.15917969  0.17089844  0.15332031  0.14160156  0.12548828
  0.10400391  0.09033203  0.08544922  0.08740234  0.08544922  0.07470703
  0.046875  ]"
Ses01F_script03_2_M011,"[ 0.0390625   0.0703125   0.1171875   0.13818359  0.17871094  0.19873047
  0.20507812  0.21386719  0.19921875  0.18896484  0.18115234  0.17236328
  0.15527344  0.14550781  0.11181641  0.08789062  0.06982422  0.05322266
  0.05419922  0.05517578  0.05810547  0.05957031  0.06201172  0.05761719
  0.1015625   0.16796875  0.17138672  0.17529297  0.13330078  0.09570312
  0.09570312  0.09472656  0.08886719  0.05517578  0.04736328  0.04541016
  0.04248047  0.04248047  0.04199219  0.04345703  0.04882812  0.06787109
  0.09472656  0.09667969  0.09863281  0.0859375   0.05615234  0.04931641
  0.03759766  0.02734375  0.02978516  0.02929688  0.0390625   0.04931641
  0.06298828  0.07470703  0.07421875  0.07373047  0.07470703  0.07714844
  0.10400391  0.10644531  0.10009766  0.08886719  0.05175781  0.03808594
  0.02441406  0.02148438  0.02929688  0.04345703  0.05664062  0.06445312
  0.06884766  0.0703125   0.06982422  0.07568359  0.07519531  0.07177734
  0.06787109  0.06933594  0.07128906  0.08691406  0.1796875   0.21875
  0.23535156  0.21386719  0.12207031  0.07666016  0.05908203  0.06103516
  0.05322266  0.04443359  0.03515625  0.02734375  0.02978516  0.03320312
  0.06201172  0.15576172  0.18847656  0.20019531  0.18652344  0.10595703
  0.08544922  0.09082031  0.11230469  0.12451172  0.13427734  0.15966797
  0.15185547  0.14746094  0.11669922]"
Ses01F_script03_2_M012,"[ 0.03662109  0.0546875   0.07275391  0.07617188  0.06640625  0.06445312
  0.05810547  0.05810547  0.06201172  0.08740234  0.12792969  0.16210938
  0.18164062  0.17138672  0.16210938  0.14794922  0.14160156  0.12646484
  0.09570312  0.06738281  0.04394531  0.05371094  0.06152344  0.06591797
  0.06396484  0.04785156  0.05371094  0.08300781  0.11621094  0.12939453
  0.12890625  0.10742188  0.08007812  0.06884766  0.0546875   0.04492188
  0.04296875  0.04541016  0.06103516  0.08789062  0.109375    0.10351562
  0.09277344  0.07324219  0.05664062  0.06445312  0.06494141  0.07080078
  0.09179688  0.11328125  0.11669922  0.14648438  0.19091797  0.20556641
  0.19628906  0.15527344  0.08398438  0.04003906  0.03857422  0.03613281
  0.03662109  0.04101562  0.04638672  0.05126953  0.05126953  0.04785156
  0.04736328  0.05615234  0.06103516  0.06396484  0.07128906  0.07470703
  0.08496094  0.09326172  0.09716797  0.15332031  0.2265625   0.22363281
  0.21630859  0.15185547  0.06542969  0.05859375  0.0546875   0.05224609
  0.05029297  0.05175781  0.05029297  0.04833984  0.05761719  0.07421875
  0.07763672  0.07958984  0.07226562  0.05908203  0.05761719  0.05761719
  0.05761719  0.04541016  0.03710938  0.03613281  0.03857422  0.04589844
  0.05126953  0.046875    0.046875    0.04931641  0.04980469  0.05078125
  0.04443359  0.04248047  0.04736328  0.05273438  0.05761719  0.06005859
  0.05859375  0.05615234  0.0625      0.06396484  0.06347656  0.06640625
  0.06542969  0.06787109  0.06689453  0.06054688  0.04736328  0.03466797
  0.03320312  0.03955078  0.05957031  0.08642578  0.10107422  0.11328125
  0.11572266  0.09912109  0.09179688  0.08691406  0.09033203  0.08691406
  0.08496094  0.07958984  0.06640625  0.06640625  0.0625      0.06445312
  0.06347656  0.0703125   0.07568359  0.07324219  0.06835938  0.06591797
  0.06005859  0.05419922  0.05371094  0.05859375  0.06054688  0.06201172
  0.06494141  0.05419922  0.05419922  0.05419922  0.04785156  0.04833984
  0.05175781  0.05957031  0.07617188  0.08544922  0.08691406  0.08789062
  0.07958984  0.08496094  0.07861328  0.07958984  0.08984375  0.0859375
  0.08056641  0.07421875  0.05224609  0.05322266  0.05957031  0.0703125
  0.08544922  0.08691406  0.08251953  0.06689453  0.05712891  0.04736328
  0.04736328  0.05371094  0.05908203  0.05419922  0.06640625  0.05078125
  0.03515625]"
Ses01F_script03_2_M013,"[ 0.01464844  0.02734375  0.04394531  0.05371094  0.06347656  0.06591797
  0.06396484  0.06054688  0.05810547  0.05859375  0.06005859  0.06054688
  0.06152344  0.06494141  0.06884766  0.07177734  0.07080078  0.06689453
  0.06298828  0.06201172  0.06445312  0.07080078  0.10644531  0.10595703
  0.10498047  0.09667969  0.05615234  0.05615234  0.05859375  0.05615234
  0.06298828  0.05761719  0.07714844  0.18652344  0.29541016  0.42480469
  0.50097656  0.39501953  0.28222656  0.15429688  0.05224609  0.04589844
  0.046875    0.05664062  0.07958984  0.08886719  0.08642578  0.07519531
  0.05517578  0.04980469  0.05273438  0.0546875   0.05175781  0.05029297
  0.05078125  0.0546875   0.05810547  0.05273438  0.04589844  0.03710938
  0.03466797  0.10888672  0.10986328  0.12548828  0.22167969  0.18017578
  0.20507812  0.24707031  0.14746094  0.12744141  0.13720703  0.08544922
  0.08691406  0.08447266  0.10693359  0.15625     0.15820312  0.14990234
  0.09619141  0.04345703  0.04199219  0.04248047  0.03808594  0.03759766
  0.03564453  0.03613281  0.03466797  0.04003906  0.04443359  0.05322266
  0.06103516  0.05957031  0.05126953  0.04150391  0.04296875  0.04541016
  0.06005859  0.07324219  0.07861328  0.08203125  0.07373047  0.0625
  0.05761719  0.04931641  0.05175781  0.05126953  0.04736328  0.04980469
  0.05224609  0.05371094  0.05126953  0.04541016  0.03857422  0.04443359
  0.04199219  0.04443359  0.04589844  0.03955078  0.04003906  0.046875
  0.05175781  0.05175781  0.04980469  0.04101562  0.03857422  0.04345703
  0.05078125  0.04980469  0.04638672  0.04296875  0.04101562  0.04638672
  0.05664062  0.06494141  0.10498047  0.14257812  0.14257812  0.15771484
  0.12695312  0.11767578  0.13232422  0.1171875   0.10986328  0.08203125
  0.06054688  0.06298828  0.0703125   0.07177734  0.06591797  0.0546875
  0.05126953  0.05664062  0.07275391  0.09960938  0.08105469]"
Ses01F_script03_2_M014,"[ 0.03710938  0.046875    0.06640625  0.06640625  0.05664062  0.06542969
  0.06347656  0.07421875  0.08007812  0.08251953  0.08056641  0.07763672
  0.08544922  0.08691406  0.09570312  0.08740234  0.07519531  0.07275391
  0.07324219  0.07763672  0.07861328  0.07324219  0.0625      0.06005859
  0.05859375  0.05126953  0.04199219  0.03125     0.02392578  0.02685547
  0.03222656  0.04589844  0.04785156  0.05126953  0.05859375  0.0546875
  0.05664062  0.05664062  0.05419922  0.05371094  0.04833984  0.04199219
  0.05517578  0.07910156  0.12060547  0.13964844  0.13623047  0.11816406
  0.08300781  0.07275391  0.0703125   0.07470703  0.08789062  0.09570312
  0.09863281  0.09619141  0.08496094  0.06982422  0.05566406  0.04589844
  0.04833984  0.06298828  0.07470703  0.09277344  0.11230469  0.12548828
  0.13671875  0.13720703  0.12841797  0.09960938  0.06445312]"
Ses01F_script03_2_M015,"[ 0.04882812  0.06738281  0.08398438  0.08056641  0.07324219  0.07470703
  0.08203125  0.07324219  0.07617188  0.08203125  0.07861328  0.07519531
  0.06689453  0.06103516  0.05126953  0.05908203  0.07617188  0.07373047
  0.07958984  0.07519531  0.05712891  0.05566406  0.06201172  0.07568359
  0.08789062  0.08789062  0.08496094  0.07519531  0.07470703  0.07861328
  0.0703125   0.06445312  0.05371094  0.08154297  0.13378906  0.18066406
  0.23681641  0.24316406  0.22167969  0.19970703  0.16162109  0.12255859
  0.08642578  0.07617188  0.06640625  0.06640625  0.07666016  0.06933594
  0.0625      0.06787109  0.06201172  0.06152344  0.08398438  0.08300781
  0.09277344  0.09228516  0.07666016  0.07714844  0.07373047  0.07275391
  0.0625      0.06298828  0.06054688  0.08154297  0.09423828  0.11474609
  0.11962891  0.11181641  0.12353516  0.10302734  0.11669922  0.13037109
  0.13037109  0.13916016  0.12841797  0.11523438  0.09423828  0.078125
  0.07324219  0.06445312  0.06689453  0.06835938  0.07519531  0.08056641
  0.09326172  0.09179688  0.08544922  0.0703125   0.05273438  0.04882812
  0.04638672  0.05029297  0.04150391]"
Ses01F_script03_2_M016,"[ 0.03417969  0.05175781  0.07080078  0.07177734  0.07128906  0.07275391
  0.06933594  0.06738281  0.05957031  0.06933594  0.0703125   0.06933594
  0.08105469  0.06494141  0.06542969  0.06445312  0.06689453  0.07519531
  0.07128906  0.07714844  0.08105469  0.06787109  0.06640625  0.05664062
  0.04980469  0.05371094  0.04931641  0.05371094  0.04785156  0.05664062
  0.06591797  0.05712891  0.05273438  0.04492188  0.03955078  0.04150391
  0.04199219  0.04101562  0.04150391  0.04980469  0.06103516  0.06494141
  0.0703125   0.06884766  0.06591797  0.07177734  0.07080078  0.07324219
  0.07275391  0.06640625  0.0703125   0.07373047  0.07324219  0.08447266
  0.16699219  0.25585938  0.29296875  0.28173828  0.18994141  0.09472656
  0.05712891  0.05957031  0.06347656  0.06640625  0.06494141  0.06201172
  0.05419922  0.04736328  0.04589844  0.04443359  0.05761719  0.05664062
  0.05615234  0.05908203  0.05273438  0.04980469  0.04785156  0.0390625
  0.03417969  0.04101562  0.05371094  0.06689453  0.07714844  0.078125
  0.08203125  0.08544922  0.0859375   0.09130859  0.08886719  0.08300781
  0.08496094  0.08837891  0.07910156  0.07861328  0.08203125  0.07373047
  0.08349609  0.08203125  0.07470703  0.07958984  0.08544922  0.08789062
  0.11767578  0.11328125  0.08398438]"
Ses01F_script03_2_M017,"[ 0.02392578  0.03857422  0.05664062  0.0546875   0.0625      0.06005859
  0.06054688  0.05126953  0.05761719  0.0625      0.06201172  0.06884766
  0.07080078  0.06298828  0.05810547  0.06054688  0.05078125  0.05566406
  0.06640625  0.06738281  0.07910156  0.09521484  0.08300781  0.08251953
  0.08789062  0.08056641  0.08154297  0.07568359  0.06396484  0.05419922
  0.05371094  0.05273438  0.04394531  0.03710938  0.03271484  0.03125
  0.04248047  0.04785156  0.05175781  0.05859375  0.05664062  0.06054688
  0.06494141  0.06542969  0.06103516  0.11962891  0.1328125   0.15332031
  0.15771484  0.10058594  0.08300781  0.06005859  0.0625      0.06542969
  0.08544922  0.08496094  0.07470703  0.06347656  0.04443359  0.04833984
  0.05712891  0.06152344  0.06982422  0.07275391  0.06738281  0.06787109
  0.06591797  0.06054688  0.05810547  0.05322266  0.04101562  0.04199219
  0.05224609  0.05957031  0.0703125   0.07275391  0.07324219  0.07373047
  0.06884766  0.06689453  0.08935547  0.10107422  0.12060547  0.13476562
  0.10400391  0.08935547  0.08007812  0.05859375  0.04833984  0.05175781
  0.04052734  0.04833984  0.06787109  0.08349609  0.10449219  0.11328125
  0.10644531  0.10058594  0.07910156  0.05419922]"
Ses01F_script03_2_M018,"[ 0.05761719  0.07568359  0.09179688  0.07714844  0.06298828  0.05957031
  0.08300781  0.109375    0.13330078  0.14208984  0.11425781  0.08837891
  0.06201172  0.06298828  0.06396484  0.07080078  0.07421875  0.06982422
  0.0703125   0.07470703  0.078125    0.07275391  0.08007812  0.08056641
  0.06884766  0.06396484  0.05615234  0.04833984  0.06201172  0.06787109
  0.06738281  0.06201172  0.05029297  0.06835938  0.09521484  0.109375
  0.12011719  0.11962891  0.09863281  0.09375     0.09277344  0.07617188
  0.06396484  0.05419922  0.05322266  0.0625      0.06542969  0.06787109
  0.06347656  0.05029297  0.125       0.16552734  0.17773438  0.17871094
  0.11181641  0.09619141  0.08984375  0.10449219  0.09765625  0.07421875
  0.0703125   0.0703125   0.07617188  0.09033203  0.08642578  0.06982422
  0.06445312  0.05273438  0.10253906  0.12841797  0.13818359  0.13427734
  0.08349609  0.06396484  0.05126953  0.05078125  0.05517578  0.04931641
  0.06005859  0.06152344  0.06689453  0.07421875  0.08007812  0.09033203
  0.09960938  0.10400391  0.10009766  0.09667969  0.10058594  0.10595703
  0.11523438  0.12158203  0.09130859  0.06201172]"
Ses01F_script03_2_M019,"[ 0.04589844  0.07763672  0.09521484  0.09277344  0.08398438  0.08447266
  0.08642578  0.10058594  0.10498047  0.10986328  0.10253906  0.08203125
  0.07373047  0.12011719  0.21777344  0.3203125   0.32275391  0.24902344
  0.15576172  0.05029297  0.03759766  0.03515625  0.03076172  0.03466797
  0.03759766  0.07617188  0.16308594  0.27880859  0.38183594  0.42382812
  0.36230469  0.27197266  0.19189453  0.12695312  0.12597656  0.12988281
  0.12548828  0.11425781  0.10058594  0.08984375  0.08740234  0.08886719
  0.06591797]"
