session,max(max(amplitude)),max(mean(amplitude)),max(var(amplitude)),mean(max(amplitude)),mean(mean(amplitude)),mean(var(amplitude)),var(max(amplitude)),var(mean(amplitude)),var(var(amplitude)),max(energy(energy)),mean(energy(energy)),var(energy(energy)),max(silence_ratio(silence_ratio)),mean(silence_ratio(silence_ratio)),var(silence_ratio(silence_ratio)),max(zerocrossing(zerocrossing)),mean(zerocrossing(zerocrossing)),var(zerocrossing(zerocrossing)),max(max(cepstrum)),max(mean(cepstrum)),max(var(cepstrum)),mean(max(cepstrum)),mean(mean(cepstrum)),mean(var(cepstrum)),var(max(cepstrum)),var(mean(cepstrum)),var(var(cepstrum))
Ses01M_impro06_F028,2947.0,24.58875,1541839.6143109375,1049.4857142857145,-0.6664107142857143,312460.8689294085,745777.0497959184,115.85452092283165,223160072901.54504,9121279.0,6002625.11429,8567815096980.0,0.005625,0.00246428571429,2.8112244898e-06,32.0,5.68571428571,63.015510204099996,24.0875328741,0.019079728350299998,0.368491297707,19.8212757581,0.0162613226449,0.260372532487,4.27649915118,5.5529443020900004e-06,0.00263786149426
Ses01M_impro06_M000,1568.0,8.556875,252762.0742652344,401.275,-0.85740625,24392.649369921874,64478.99937499997,19.213578350585934,1741699228.206927,10101446.0,7891235.35,2458587819430.0,0.010625,0.003703125,4.988037109369999e-06,38.0,8.175,92.394375,21.5036946285,0.017578927813,0.299933343653,17.7515333818,0.0147760319309,0.21012154845800002,1.3125532763799999,6.3203543617300005e-06,0.0006770098938729999
Ses01M_impro06_M001,2002.0,9.10625,415746.7517464843,644.972972972973,-1.05722972972973,73269.93015166807,235571.6479181885,41.58018795482561,12957440859.122784,10136894.0,7068652.91892,5432625871850.0,0.00625,0.00261824324324,2.36144083272e-06,106.0,9.43243243243,325.813002191,22.5820716866,0.0180035152842,0.330901595123,18.5991136174,0.0153539170795,0.23057919517900002,2.50194672105,6.26623066238e-06,0.0013711705433
Ses01M_impro06_M002,1508.0,21.143125,284218.8784339844,540.7209302325581,-0.5167877906976742,55225.625220466914,100747.36398053002,87.07002095896429,4962787705.743433,10736703.0,6954142.488369999,5395696882480.0,0.00625,0.00248546511628,3.02486141157e-06,115.0,10.2790697674,391.689561925,21.0861165007,0.0190812403788,0.286113457072,17.6441042123,0.0157804602143,0.208391749536,1.20224139768,6.7461425159e-06,0.000515960022716
Ses01M_impro06_M003,2055.0,12.07125,330466.0211734375,480.6285714285714,-0.8938928571428573,33476.989265982156,205505.03346938774,33.36033243494898,4022343814.142763,11400344.0,7905541.6,3880885876000.0,0.00625,0.00335714285714,1.69834183673e-06,36.0,6.28571428571,75.6326530612,22.450266813600003,0.017796699202700002,0.322700109404,17.7367596888,0.015580477834299998,0.211656469632,2.40661597073,3.30985794426e-06,0.00129585540224
Ses01M_impro06_M004,1717.0,13.226875,271270.72795898444,644.8684210526316,-0.8904276315789473,60027.629854276296,126545.58795013848,34.22619883028913,3750259875.462096,10175787.0,6502178.473680001,3811965435500.0,0.004375,0.00202302631579,1.46863097299e-06,21.0,4.0,26.684210526300003,21.8689413017,0.0179615706667,0.31208381343,18.913030099500002,0.0156117237951,0.238364199183,2.64245537568,2.95972556742e-06,0.00150303935278
Ses01M_impro06_M005,2648.0,15.765,578569.2886402344,748.6470588235294,-0.8425,70563.51571909466,220301.05190311425,46.53715847886029,10234968171.486502,10441902.0,6550611.352940001,4074497721620.0,0.00625,0.00240808823529,2.4846588451599997e-06,47.0,7.676470588239999,112.74826989600001,22.677885655999997,0.018655319751099998,0.329515463537,19.3179290104,0.015245241561200001,0.248209016119,3.0745795014599997,4.69283704726e-06,0.00174822103327
Ses01M_impro06_M006,2914.0,17.12375,627537.2750683593,612.4709677419355,-0.8661209677419351,51650.87328747479,225671.50077003113,40.6311357041168,6943004503.060026,11173234.0,7161511.85806,4449702105060.0,0.009375,0.0030241935483899997,3.75747918835e-06,71.0,8.8064516129,174.788345473,24.3357371906,0.0188951253027,0.378106193072,18.7965988472,0.015412439703600001,0.23557131045600002,2.80151090618,4.18625071304e-06,0.0015412196024799998
Ses01M_impro06_M007,1872.0,10.5825,125318.86943398435,572.025641025641,-0.8541987179487182,41698.270730328535,90574.58908612754,31.54275524737017,1105655771.9240534,10436501.0,6927779.38462,3830374236290.0,0.006875,0.0024358974359,1.9389998356299997e-06,61.0,6.15384615385,118.642998028,20.925904444100002,0.017573757994,0.28894519364,18.6088875422,0.0155202323566,0.23067712343400001,1.7552431391499999,2.6193171763200003e-06,0.000887776379992
Ses01M_impro06_M008,1019.0,7.84875,116114.62699375,404.0,-0.619077380952381,22485.220291220234,36100.90476190476,20.211184119012188,558942208.8337897,11698202.0,7897480.333330001,2436757672940.0,0.0075,0.00373511904762,2.65044820011e-06,60.0,10.5952380952,161.240929705,22.381693299299997,0.0174338612188,0.323165293195,18.1297268873,0.014625073525399998,0.21972385423500002,2.65074281736,4.05445076288e-06,0.00136715438689
Ses01M_impro06_M009,888.0,8.135,117366.25444335936,381.2121212121212,-0.7756818181818183,21666.753074881628,29402.40955004592,26.056227683798213,857811420.2916743,10207615.0,8115743.15152,1972297653120.0,0.006875,0.0036363636363600004,2.8043216253400003e-06,62.0,11.696969697,215.30211202900003,21.8666204452,0.017634736500799997,0.310814092821,18.236503441300002,0.015225718589099999,0.221404392881,1.8744528878400002,2.8245071090200002e-06,0.000996882522973
Ses01M_impro06_M010,1134.0,14.653125,115739.27948085938,410.5882352941177,-0.5216544117647057,20674.8976995864,49666.889273356406,38.07896385299525,451460990.62801594,9745960.0,7761418.29412,1927218573310.0,0.0075,0.0034375,2.46438419118e-06,31.0,7.76470588235,65.7093425606,23.1269591296,0.0184493401515,0.34770652981100003,18.2985078355,0.0149033432879,0.22331642299600002,3.21661938913,7.51053526565e-06,0.00181053258022
Ses01M_impro06_M011,7647.0,17.9225,3428796.0666839844,1143.676923076923,-0.8843461538461541,252568.9739006611,1416584.8033136094,75.94331968065825,350392093349.3829,9969356.0,5613927.72308,6299304355090.0,0.00625,0.00220192307692,2.88590976331e-06,41.0,3.7692307692300004,44.885207100600006,24.5203775462,0.020032640927,0.385939357533,20.2480670175,0.015736675026700002,0.271175686187,4.26880129215,4.2299573425599995e-06,0.0027796827173800004
Ses01M_impro06_M012,986.0,6.148125,118620.06337460935,404.1428571428572,-0.6459821428571427,20765.92337103794,39212.40816326532,18.798443176020406,775845855.1145365,9546251.0,7973370.0,2266824590810.0,0.005625,0.00325892857143,1.8514827806099999e-06,35.0,11.5714285714,117.816326531,19.6691419733,0.016829884343,0.256327952142,17.3959374049,0.0147240302425,0.203301585244,0.865123372878,5.2668825357e-06,0.00039333197046199995
Ses01M_impro06_M013,3504.0,26.78875,849076.3204359375,1008.156862745098,-0.8848039215686277,123686.51106559436,555318.9557862361,65.13213485738657,33280812325.71423,9401041.0,5826629.333330001,4688472928700.0,0.00625,0.0021323529411800004,2.92856113033e-06,28.0,4.8431372549,40.8381391772,24.0677221002,0.0192342644366,0.38549338829199997,19.7735039051,0.0161575243493,0.259441159606,3.70632876698,2.09841251199e-06,0.00226832526958
Ses01M_impro06_M014,1431.0,10.114375,176033.079375,604.0909090909091,-0.8490530303030303,37609.735716548304,115961.0523415978,18.328998464043853,1256055918.6311984,9923173.0,7040473.45455,2902979302380.0,0.0075,0.0030113636363600003,2.8043216253400003e-06,110.0,14.333333333299999,490.404040404,23.5135451167,0.017497356409799998,0.353413241522,18.8518770972,0.015196358788900001,0.236152193382,2.54049902906,1.7868780742900002e-06,0.0014526021035000001
Ses01M_impro06_M015,1668.0,12.83625,319397.086875,731.22,-0.6540750000000002,67332.06857240625,146855.6116,33.880988488125,5075766906.450141,9843753.0,6146421.4,4577806980200.0,0.006875,0.0023875,2.71390625e-06,43.0,6.1,96.17,24.018203131,0.0182173547883,0.37656531147600003,19.7549375478,0.0148851581107,0.25864241166499996,3.95874751481,6.9003744209100005e-06,0.00236087664108
Ses01M_impro06_M016,1210.0,13.005,178354.95109375,539.6818181818181,-0.6911931818181817,40882.408670490055,110478.21694214876,30.10744513171488,2567472988.1501,9821475.0,7455472.363639999,3743859364030.0,0.00875,0.00335227272727,3.0378357438e-06,23.0,3.1363636363599996,23.117768595,21.6294060544,0.017931063354900002,0.304568314422,18.8829389757,0.015008537950600002,0.237295566072,3.44887545275,5.82955422265e-06,0.00191540758668
Ses01M_impro06_M017,2674.0,16.75625,557052.29375,888.8481012658227,-0.8439952531645568,105373.0657336086,329639.7743951289,36.600432602364094,13445592421.934292,10240566.0,5862139.8354400005,6170652714230.0,0.008125,0.00240506329114,3.51155664156e-06,70.0,6.405063291139999,123.28740052299999,23.6459335535,0.019186083053400003,0.363299133509,19.271868105899998,0.0154347387648,0.246772858374,3.2211551120599995,3.22621783027e-06,0.00182203027441
Ses01M_impro06_M018,1345.0,9.965625,212191.9574609375,734.078947368421,-0.7732565789473683,79086.06018906251,80325.75692520775,28.81783914798303,3943700505.342243,9285123.0,5726029.73684,3945653988500.0,0.004375,0.00166118421053,8.280492555399999e-07,36.0,5.15789473684,60.2908587258,22.189471063800003,0.0179898096488,0.318572285556,19.3497105654,0.014886609133600001,0.247375989681,2.00271403278,5.43610577516e-06,0.00109539013683
Ses01M_impro06_M019,1048.0,13.428125,212005.05292148443,439.21428571428567,-0.7801785714285716,40064.131833147316,54150.954081632655,40.68310432079081,3349656807.248265,9145462.0,7253002.357139999,3193256991430.0,0.006875,0.00310267857143,2.9431401466799997e-06,47.0,7.535714285710001,111.034438776,20.9877309968,0.0179888026958,0.285270946254,17.8889641539,0.015277443574299998,0.21458466393199999,2.16377394176,5.0781387981699996e-06,0.0010321428080199999
Ses01M_impro06_M020,1093.0,5.945625,113454.6855484375,498.3076923076923,-1.1207211538461537,38065.88696793871,82765.28994082838,18.582160387389056,1389935821.3400564,9439717.0,6854836.5384599995,3413929783590.0,0.0075,0.0027403846153800002,4.299186390530001e-06,37.0,10.7692307692,132.331360947,20.4962328206,0.0172016793201,0.271323923051,18.0191032549,0.0144420513228,0.214680453297,1.24638381498,7.177548727860001e-06,0.0005941206816159999
Ses01M_impro06_M021,882.0,15.02375,80683.31522460938,383.1428571428572,-0.8794047619047619,18113.93475602679,23549.265306122445,27.08593885700113,338462506.8693144,11162761.0,8127128.0,2231025815790.0,0.006875,0.0039880952380999994,2.51027494331e-06,27.0,9.90476190476,71.2290249433,20.9000341477,0.0181912865576,0.281562251062,17.993043676099997,0.014853491784999999,0.215612839509,1.36266497503,2.67917290027e-06,0.0007401424732910001
Ses01M_impro06_M022,1232.0,6.680625,217166.62987460932,676.9333333333333,-0.8157083333333333,72105.15488833335,123572.46222222222,13.136314914930553,5277117174.264768,9787458.0,6137449.46667,5345142785540.0,0.006875,0.0021875,3.04036458333e-06,29.0,7.166666666669999,72.0722222222,22.388454966999998,0.017327327925099997,0.330607881779,18.6968020169,0.0138575655458,0.23293718857299997,1.60777537515,1.00141434435e-05,0.0009096126549380001
Ses01M_impro06_M023,1822.0,14.00125,315629.37116835936,589.1034482758621,-0.9160560344827584,58025.102260169726,179553.40309155761,45.77209410300237,6046036997.774897,10034956.0,6653546.586209999,4811267813280.0,0.00625,0.0029741379310300005,3.19652942925e-06,61.0,9.06896551724,216.34007134400002,21.3400576555,0.0180641748977,0.292716573942,18.1238912177,0.015226158877600001,0.22044361523000003,2.19585370078,6.56463733027e-06,0.00104685818641
Ses01M_impro06_M024,885.0,8.633125,77814.43524960938,495.7674418604651,-0.8348401162790696,26788.10477509993,36266.3645213629,25.56903722916104,368443307.87252253,10473289.0,7342854.81395,1599762547470.0,0.0075,0.00328488372093,2.8178238236900003e-06,49.0,10.1395348837,189.561925365,20.9950734121,0.0178448827992,0.284260283229,18.4282180587,0.0152286354687,0.22706233159000003,1.57486683456,2.5073515891e-06,0.0007811452404139998
Ses01M_impro06_M025,1523.0,6.734375,210331.0859277344,750.4615384615386,-0.12850961538461542,67877.65673518629,162491.47928994085,12.111028938609467,4369306151.634197,9093478.0,6296752.69231,4498108415610.0,0.004375,0.0017788461538499997,1.0724852071e-06,18.0,5.30769230769,34.3668639053,20.991711089000002,0.016744250311100002,0.29088332948,19.0627245756,0.0144192455069,0.243451413015,2.23942699064,2.76196153999e-06,0.0011369000232999999
Ses01M_impro06_M026,2002.0,6.98625,274755.5664746093,563.6896551724138,-1.011293103448276,41485.69265218212,230300.07609988106,15.196746145771403,4386041837.811752,10296844.0,7400320.620689999,4767023620330.0,0.00875,0.0036853448275900006,3.91553953627e-06,40.0,9.93103448276,122.891795482,21.3717537787,0.017514252487400003,0.295230081513,18.320879576,0.014547647087000001,0.222921839711,1.43227056961,2.94177735888e-06,0.0008344046764039999
Ses01M_impro06_M027,659.0,11.0525,41919.63756210937,328.75,-0.6302500000000001,14403.161441992188,11559.5875,43.0619054453125,87931829.99090023,10293759.0,8421421.7,884266594780.0,0.006875,0.003375,2.359375e-06,41.0,12.15,147.5275,18.8453155454,0.0178089822575,0.233657615779,17.5123920207,0.0157527622169,0.203794383119,0.409782482087,2.6693534943e-06,0.00015841581073700002
Ses01M_impro06_M028,1959.0,8.86625,455191.6585621094,714.9767441860464,-0.8287790697674421,82874.21238337574,237343.04597079504,21.79678838941658,11275903713.354069,9428147.0,6017637.5814,5376362589070.0,0.008125,0.00238372093023,2.74810708491e-06,38.0,7.162790697669999,113.57815035200001,23.1098921108,0.018136445540599996,0.34287129394500004,18.904711525299998,0.0149197177365,0.237922447705,3.4834501951,3.07654363163e-06,0.00182532957918
Ses01M_impro06_M029,861.0,13.25625,61248.58116835938,414.7619047619048,-0.3572619047619047,20302.102441927083,24940.84807256236,69.91289819479876,266186060.3206795,9733230.0,7660541.142860001,1984253594810.0,0.008125,0.0034226190476199995,3.8920776644e-06,35.0,8.85714285714,92.0272108844,20.8127280576,0.019281847734599997,0.284885704819,17.909399319600002,0.0157002981762,0.213380715542,1.09729334472,2.8531664063400003e-06,0.000573228373472
Ses01M_impro06_M030,1538.0,14.94,261199.7652734375,733.2686567164178,-0.9146175373134328,65617.23521377683,119686.97259968813,27.666031506007748,3904209276.6930923,10058180.0,6356505.56716,3423272589090.0,0.008125,0.00238805970149,2.66937235464e-06,40.0,4.68656716418,48.2151926933,22.5617102098,0.018181205541,0.326491227066,19.0789986429,0.0153617012228,0.24077036369600002,1.70978675435,2.45000635425e-06,0.0009735717731260001
Ses01M_impro07_F000,12919.0,17.115625,10492984.671202734,4035.444444444444,-0.7849305555555556,2226741.992998133,19053249.135802466,87.04137200038582,11500515665021.654,8344519.0,3543490.55556,8762698916550.0,0.00375,0.0009722222222219999,1.48533950617e-06,2.0,0.555555555556,0.6913580246909999,27.089045930799998,0.0187523649299,0.480936720421,22.6149665913,0.015629546469700002,0.338027295349,6.54152658261,3.3496207916e-06,0.00606057893809
Ses01M_impro07_F010,8591.0,10.95,7595361.072485938,3163.142857142857,-4.372455357142857,1761301.9897081756,5296463.2653061235,221.3640241888553,4996813715992.129,5263461.0,2292412.5,2370011485960.0,0.00125,0.000357142857143,2.07270408163e-07,3.0,0.928571428571,1.06632653061,25.2858656675,0.0203640533245,0.41576944326399995,22.0900157237,0.0162591062086,0.32326332339,2.18917251962,3.7445560664900003e-06,0.0017081227648599998
Ses01M_impro07_F012,7596.0,34.526875,13095703.01981094,2711.864864864865,-0.5197297297297298,2008103.1935836785,4003593.4141709283,104.1497770595553,10187725867406.37,9433078.0,2992921.02703,7897419806070.0,0.005625,0.00103040540541,1.69375456538e-06,13.0,2.0,8.97297297297,27.353788872600003,0.0196918800595,0.476604159024,22.696892519499997,0.0161131723951,0.33803724070200003,6.189117878409999,3.8754628704e-06,0.00470165193508
Ses01M_impro07_F020,9320.0,28.21,6826693.613373438,1998.45,-0.860328125,915316.2638643648,5063498.0474999985,64.66204927709961,2706223749412.184,9355924.0,4452201.725,7650862118880.0,0.00625,0.0016875,2.58203125e-06,16.0,2.125,12.809375,27.2672668396,0.0193274886882,0.475911992468,20.888401940999998,0.015578138119299999,0.290908984972,5.79337918691,4.94654119036e-06,0.00446646870648
Ses01M_impro07_F033,6527.0,10.220625,7428020.981210938,2236.695652173913,-0.9319293478260872,842872.7138202273,4064868.7334593567,40.15852985438328,2513479342744.6406,10331684.0,4726630.91304,7531147811900.0,0.006875,0.00176630434783,3.21508742911e-06,36.0,5.13043478261,65.5047258979,26.8849924236,0.018233842846500002,0.46010637695100004,21.1596229704,0.014615955261899998,0.296407555015,7.13662649384,8.418515625710001e-06,0.0051305375284700005
Ses01M_impro07_F034,24709.0,45.65125,83223662.40710899,6297.796116504855,-0.8446905339805828,6780675.632289993,29385113.15260628,228.8137528130597,180326036235395.75,8466470.0,2219038.96117,4554315239250.0,0.00375,0.000643203883495,7.3161643416e-07,7.0,1.3009708737899999,3.18126119333,29.9731099396,0.0204994937894,0.571032120638,24.6558999891,0.0162676128299,0.396789580181,5.53756838086,6.611499837e-06,0.0051629111944099994
Ses01M_impro07_M006,13161.0,16.160625,8445157.804577732,3612.195121951219,-0.7767530487804878,1681646.0507030585,10116226.352171326,113.34541810631693,4928305727562.555,9253053.0,3143079.73171,9294496373230.0,0.008125,0.0012347560975599998,3.09618530637e-06,79.0,5.26829268293,177.269482451,26.3462423554,0.0193544548602,0.447304116456,22.5263770442,0.0166042291857,0.335655494791,6.8961024360500005,2.30327577554e-06,0.004959064211989999
Ses01M_impro07_M011,31941.0,33.974375,105857299.60592777,10115.806451612903,-0.32102822580645163,11450396.249919368,43275950.994797096,166.4866384462799,409248668603898.56,4908691.0,1208106.7419399999,2262838148100.0,0.005,0.00044354838709699995,9.62539021852e-07,5.0,0.677419354839,1.5088449531700001,29.0332743977,0.0196627891197,0.5381386870489999,25.9360624135,0.0167617495622,0.437359036496,2.7740155682800003,3.5888384118800003e-06,0.00289189523497
Ses01M_impro07_M013,15105.0,20.6525,20836106.62224375,2884.4310344827586,-0.8552586206896555,1262605.291608493,8934707.41765755,53.455781957630464,8800421269725.098,10071624.0,3862727.0,6146421682330.0,0.005625,0.00125538793103,1.43787506503e-06,36.0,3.0689655172400006,37.271105826399996,28.2481240394,0.018943868644299998,0.509141390933,22.2312485998,0.015740066452600003,0.325533608089,5.62359173484,3.12076227995e-06,0.00438200292015
Ses01M_impro07_M017,10357.0,21.59375,15805438.831875,3874.807692307693,-0.985096153846154,2408599.1980728065,7825429.7707100585,109.0103108381102,12257407447710.234,7422973.0,2111739.61538,4968988899720.0,0.005,0.00108173076923,2.02997873521e-06,5.0,0.923076923077,1.9940828402400002,26.6152042812,0.0191290570381,0.452148908191,23.4175564846,0.0159612330377,0.35920888872199996,4.24598120502,6.41528672627e-06,0.00352020011972
Ses01M_impro07_M019,4398.0,8.48,2776791.6818609373,2140.230769230769,-0.94625,638762.5056746395,1478390.0236686391,21.18412860576923,574507192460.6971,8270067.0,3066319.69231,5313600627460.0,0.0025,0.0010096153846199999,1.05399408284e-06,7.0,1.15384615385,3.8224852070999997,24.177007010100002,0.0175338025695,0.37535997840400004,21.836434327,0.013906841686200001,0.311529656438,2.0234449507099996,1.05890746044e-05,0.0014060717695
Ses01M_impro07_M020,28043.0,34.488125,53369465.44993594,6391.842105263158,-0.9831907894736844,6663578.76790187,44258818.55401662,139.16408531639544,157045113133564.3,8756672.0,2750938.47368,7800243288660.0,0.005,0.000986842105263,1.53436634349e-06,36.0,3.28947368421,45.626731301899994,29.4718654453,0.0196898549766,0.5581737722569999,23.760049849,0.0159401969552,0.37210408180200005,8.321894493150001,7.055266712980001e-06,0.007445780507229999
Ses01M_impro07_M026,8079.0,18.6475,6776625.102025001,2539.2068965517237,-0.9452801724137933,1227410.3945080412,5547830.302021403,73.8638123541543,4059082556930.313,9909845.0,3966232.51724,9397815566410.0,0.009375,0.00168103448276,4.01679548157e-06,10.0,1.89655172414,6.7824019025,24.7502859527,0.018628263306200002,0.39823265371399996,20.8799847013,0.0160330065971,0.29179336286400004,5.9746348383,3.24257817362e-06,0.00416134931561
Ses01M_impro07_M030,4054.0,14.701875,2318684.3492484367,1760.75,-0.7652187500000001,437488.59344876953,1211273.1875,59.22289774511719,325920896828.83124,7147702.0,3649308.65,4960257597700.0,0.005,0.00159375,2.0498046875e-06,18.0,3.75,28.7875,24.143492389299997,0.0181522305565,0.374711567962,20.0998692609,0.0159127171414,0.26932397974399996,3.0302176908,4.419923439769999e-06,0.00205122682171
Ses01M_impro07_M032,13052.0,25.34625,17326738.06201211,6188.470588235295,-1.023345588235294,4056013.060603332,14465277.955017302,165.09749135759085,14129308905753.193,8835840.0,1801525.70588,5594688765780.0,0.004375,0.000661764705882,9.637218858129999e-07,5.0,0.9705882352940001,1.8520761245700001,29.060722845700003,0.019764312446700003,0.5359638214970001,24.9932118971,0.0168732878188,0.40628313662,5.83342559941,3.2129902240099997e-06,0.00521214275042
Ses01M_impro07_M033,4410.0,11.680625,2681872.0947437505,1502.1764705882354,-1.0873529411764709,462479.282611489,2064351.0865051902,44.909831504109,657623202594.7135,9254453.0,5270242.94118,9931088509220.0,0.004375,0.0019117647058800003,2.22750865052e-06,14.0,2.6470588235299997,13.0519031142,22.9895971705,0.0183498311418,0.33860856003,20.119974625799998,0.015502675924899999,0.267172949659,1.63482055035,5.36731077761e-06,0.00100228622483
Ses01M_script01_1_F004,3435.0,12.8975,1241361.8139996093,768.304347826087,-0.663423913043478,140275.68227900815,563567.7769376179,58.841828833884676,81649577310.21724,10439249.0,7195771.65217,3792211882780.0,0.005,0.00266304347826,2.7927103024599997e-06,41.0,6.86956521739,101.243856333,22.567434769899997,0.0182173547883,0.325762149223,19.1329264738,0.0158816990578,0.24251637307799997,2.5518842229299996,4.49150935775e-06,0.0014801356146600002
Ses01M_script01_1_F005,3533.0,9.34625,961341.7388589843,673.1290322580645,-1.127540322580645,103436.25502280744,618314.5639958377,19.689517110269254,58977675878.11214,9763586.0,7549618.19355,3394770265740.0,0.008125,0.0031451612903200003,3.7420330385e-06,35.0,5.7741935483899995,63.2715920916,23.1979228435,0.0175693148939,0.347151239788,18.8968040145,0.0150581673949,0.23698973345899998,2.64059777708,2.86872245064e-06,0.00155497158324
Ses01M_script01_1_F006,1959.0,13.9325,270835.69920898444,591.0909090909091,-1.8045170454545452,50847.162715287646,158519.90082644628,91.2267131722947,4271021116.818411,9077143.0,6783677.5,4250514100700.0,0.005,0.0024715909090900004,1.40189178719e-06,13.0,3.5,14.7954545455,25.4435159341,0.0195155817365,0.413190573375,20.2922741752,0.0158262785136,0.271963009758,4.12402549203,4.397545268999999e-06,0.0029355462070799997
Ses01M_script01_1_F008,9310.0,17.775,4997337.759375,1299.42,-0.6222500000000002,418364.4180701094,3619797.603600002,68.975109828125,993844460417.0413,10303323.0,6091470.68,9810456043750.0,0.00625,0.0021875,2.92578125e-06,30.0,4.06,44.7764,24.688280165300004,0.018795968262900004,0.394807192773,19.6074552911,0.0158876578752,0.25589663585,3.9964172521399997,4.1020931737e-06,0.0026817652305300005
Ses01M_script01_1_F011,9069.0,30.431875,10505526.060358984,1965.3235294117649,-0.8911580882352941,1309204.5398794923,5533575.630622838,132.0127776225265,6598063123424.034,9355414.0,5457394.44118,11357718209900.0,0.005625,0.00235294117647,2.89657223183e-06,47.0,6.0,115.352941176,27.4111519845,0.019464209387599997,0.478229012778,20.8046399978,0.0160894453249,0.28903826710700004,9.22025645273,4.90332520331e-06,0.00658827988381
Ses01M_script01_1_F014,30102.0,34.49,41247557.65116836,4237.564516129032,-0.9519153225806448,4566649.729316784,30621231.89099895,184.91264527307166,61457378944316.28,9649482.0,4871361.6129,12407911301000.0,0.00625,0.0019657258064500003,3.21127487643e-06,28.0,4.8225806451599995,47.1136836629,28.3739421535,0.0202138243599,0.520586698929,21.5946647016,0.0167217410893,0.312445435778,13.739898562899999,3.0218703603e-06,0.0105361893322
Ses01M_script01_1_F015,24127.0,34.2275,31152129.72433594,3490.150442477876,-0.7693030973451327,2765716.456735453,20110694.587986525,156.21556339706999,31696656477573.645,10415783.0,4712739.76991,11444990777100.0,0.006875,0.00179203539823,3.0386091314900003e-06,57.0,4.19469026549,61.4311222492,28.740099959499997,0.0198611965505,0.526593223495,21.6288004945,0.0163027079629,0.31280739904800003,11.563920673800002,3.99266269993e-06,0.00872773369372
Ses01M_script01_1_F016,32767.0,63.663125,99412437.12799844,8707.10294117647,-0.9305330882352938,12830722.156845436,50396877.32763842,348.19297964458536,317317503862184.0,9059570.0,2158903.26471,7952764447590.0,0.00625,0.000891544117647,1.8303788657e-06,24.0,1.7205882352900002,10.318987889299999,30.1683926944,0.0207953028253,0.575453463978,25.027037973200002,0.0168930718404,0.412226538492,10.023134753999999,5.5877709204e-06,0.0090493994263
Ses01M_script01_1_F017,4476.0,17.44625,1639811.0966109375,1095.75,-0.9259375000000002,202527.07731941406,1686259.0875,78.5247578320312,218121076848.80554,9288022.0,7018693.5,6821071576510.0,0.005,0.00240625,1.9638671875e-06,31.0,7.0,75.1,22.747361125999998,0.018460876566299998,0.340349202246,19.418468420099998,0.0164650700704,0.250504772918,2.16396895259,2.70991004393e-06,0.0015881133501500003
Ses01M_script01_1_F020,32767.0,38.045625,96036562.9252246,10625.027777777776,-0.9240277777777774,18440187.38488492,101816511.30478396,269.112780803916,541473054731846.56,9239694.0,2385181.05556,9842084600110.0,0.005625,0.0008680555555560001,2.26297260802e-06,13.0,1.9166666666699999,9.90972222222,30.3570326534,0.0198668935592,0.5850892535059999,24.6561113469,0.0168953999309,0.40200020380999996,14.4332132955,5.05480465063e-06,0.0123238302339
Ses01M_script01_1_F023,32767.0,63.143125,323830132.52342767,10444.77922077922,-2.1089448051948056,28639404.22632905,136098923.80839932,297.28327925385287,3132260206541055.5,10515940.0,3636808.90909,15408042170400.0,0.031875,0.00237012987013,1.69474194637e-05,34.0,3.14285714286,31.914656771799997,31.8571672875,0.020971842069099998,0.651082944813,23.927246889699997,0.0167394942773,0.385334477201,21.0920519943,4.03836349994e-06,0.0192800887052
Ses01M_script01_1_F024,32767.0,394.3725,449208192.15249366,14306.223076923075,2.774884615384616,48994872.35179656,134107189.11177512,4313.577709163371,6714362817201920.0,10522457.0,2312837.83077,11987095614600.0,0.0725,0.00328365384615,7.99537953033e-05,24.0,2.55384615385,17.7547928994,34.553783486,0.0240840891677,0.756563627322,25.8537733978,0.0182267230285,0.44575198449600006,22.063547798600002,7.035165607210001e-06,0.0207099830328
Ses01M_script01_1_F025,13058.0,40.001875,30673274.69685001,4527.63888888889,0.14256944444444447,4360008.98508722,13248708.34182099,379.9419131245177,38354745004764.98,9792750.0,3036680.16667,9005726931590.0,0.004375,0.0012326388888900001,2.4194034529299997e-06,16.0,2.77777777778,15.172839506199999,27.7054337593,0.0199573148868,0.48835062862499995,22.9836542253,0.0175830346937,0.34953498899700003,9.43984782971,3.6256500544400003e-06,0.0075774127259800005
Ses01M_script01_1_F026,24320.0,21.193125,38066470.51615586,2523.897435897436,-1.0724679487179487,1889199.2963066504,22656637.015121635,103.7844673867932,38131112057990.03,9954573.0,6446173.84615,9044259689120.0,0.006875,0.0026121794871799995,3.24262409599e-06,50.0,9.307692307689999,148.059171598,28.835429075500002,0.0195236987236,0.535235558081,20.2295410776,0.0161787754281,0.27692654290999996,13.692988024000002,6.09250798339e-06,0.0105546481234
Ses01M_script01_1_F029,21680.0,38.934375,15827158.001150005,4299.709677419355,-0.22917338709677426,2552603.408091746,22308963.431841824,176.92299668314254,16107506268385.947,9960063.0,3652965.7741900003,11202043919000.0,0.004375,0.00114919354839,1.96816467222e-06,18.0,3.54838709677,23.7315296566,26.923350272399997,0.01990853594,0.47412708143999993,22.322517149,0.0169818695395,0.330564083542,8.892206290019999,2.5358544875799998e-06,0.0071091491061
