session,max(zerocrossing(zerocrossing)),mean(zerocrossing(zerocrossing)),var(zerocrossing(zerocrossing))
Sad_573,8943.0,7306.49090909,545368.395372
Sad_574,8289.0,7188.74545455,560546.553388
Sad_575,7983.0,7126.56363636,366254.864132
Sad_576,8511.0,7323.6,678281.658182
Sad_577,8614.0,7177.32727273,692857.747438
Sad_578,8395.0,6902.50909091,713406.759008
Sad_579,8429.0,7149.21818182,526167.479669
Sad_580,8246.0,7275.56363636,499379.84595
Sad_581,8295.0,6933.12727273,673813.16562
Sad_582,8390.0,6995.30909091,692648.649917
Sad_583,8485.0,7057.21818182,734170.170579
Sad_584,8225.0,6802.96363636,671044.32595
Sad_585,8037.0,6881.92727273,669192.649256
Sad_586,8430.0,6741.72727273,554962.634711
Sad_587,8239.0,6877.4,537157.84
Sad_588,8432.0,6951.78181818,891862.679669
Sad_589,8271.0,6940.96363636,536133.489587
Sad_590,8229.0,6952.2,520032.014545
Sad_591,8354.0,6915.70909091,580931.842645
Sad_592,7728.0,6415.16363636,589484.718678
Sad_593,7932.0,6686.96363636,573497.81686
Sad_594,8129.0,6889.94545455,585477.797025
Sad_595,7711.0,6645.67272727,543256.438347
Sad_596,8116.0,6810.4025974,580362.630123
Sad_597,8644.0,7912.69230769,83696.4245562
Sad_598,8467.0,7847.74545455,304575.898843
Sad_599,8345.0,7827.47272727,308402.576529
Sad_600,8370.0,7775.6,278830.967273
Sad_601,8338.0,7775.30909091,273235.231736
Sad_602,8384.0,7862.32727273,292902.838347
Sad_603,8297.0,7826.89090909,268550.424463
Sad_604,8369.0,7839.69090909,259061.122645
Sad_605,8485.0,7838.74545455,272898.989752
Sad_606,8437.0,7809.43636364,219871.84595
Sad_607,8257.0,7816.21818182,261164.134215
Sad_608,8140.0,7714.72727273,246881.871074
Sad_609,8586.0,7805.10909091,310308.569917
Sad_610,8675.0,7969.01818182,350516.890579
Sad_611,8337.0,7917.90909091,295293.755372
Sad_612,8450.0,7901.47272727,274399.812893
Sad_613,8422.0,7866.76363636,272736.835041
Sad_614,8468.0,7641.50909091,359394.649917
Sad_615,8140.0,7731.87272727,229757.201983
Sad_616,8378.0,7927.92727273,235682.576529
Sad_617,8258.0,7861.36363636,246181.540496
Sad_618,8574.0,7739.18181818,291125.966942
Sad_619,8379.0,7843.07272727,234724.176529
Sad_620,8182.0,7709.96363636,249276.362314
Sad_621,8308.0,7779.38181818,246797.581488
Sad_622,8227.0,7691.27272727,279965.871074
Sad_623,8457.0,7728.16363636,276435.664132
Sad_624,8608.0,7876.30909091,283594.068099
Sad_625,8229.0,7746.65454545,237686.117025
Sad_626,8276.0,7830.45454545,255332.393388
Sad_627,8364.0,7845.74545455,251267.680661
Sad_628,8249.0,7820.87272727,261084.438347
Sad_629,8193.0,7790.34545455,271615.17157
Sad_630,8499.0,7643.4,247887.112727
Sad_631,8224.0,7698.6,275740.712727
Sad_632,8749.0,7702.05454545,317124.415207
Sad_633,8443.0,7757.12727273,308743.747438
Sad_634,8568.0,7782.45454545,424836.61157
Sad_635,8049.0,7618.45454545,236181.738843
Sad_636,8675.0,7701.30909091,299614.795372
Sad_637,8327.0,7632.92727273,275328.758347
Sad_638,8566.0,7753.81818182,329092.003306
Sad_639,8716.0,7820.23636364,303366.035041
Sad_640,8289.0,7787.43636364,263091.773223
Sad_641,8413.0,7758.49090909,295585.740826
Sad_642,8494.0,7825.74545455,307064.335207
Sad_643,8266.0,7661.67272727,279687.129256
Sad_644,8181.0,7807.56363636,299014.064132
Sad_645,8549.0,7830.77272727,263186.87259
Sad_646,7638.0,6980.09090909,283218.33719
Sad_647,7594.0,7006.25454545,294882.080661
Sad_648,7886.0,7252.18181818,260483.785124
Sad_649,7564.0,6973.65454545,286241.098843
Sad_650,7636.0,7142.96363636,243190.544132
Sad_651,7688.0,7230.09090909,209351.646281
Sad_652,7604.0,6979.01818182,232483.545124
Sad_653,7753.0,7184.54545455,262706.647934
Sad_654,7830.0,7001.43636364,403114.973223
Sad_655,7593.0,7098.8,237400.56
Sad_656,7697.0,7301.45454545,220875.884298
Sad_657,7660.0,6867.8,327106.050909
Sad_658,7547.0,6942.15625,149234.569336
Sad_659,8509.0,7779.04545455,191664.202479
Sad_660,8037.0,7419.25454545,287477.462479
Sad_661,8051.0,7489.96363636,265890.580496
Sad_662,8718.0,7591.43636364,258641.118678
Sad_663,8496.0,7580.1827957,112433.78379
Sad_664,8428.0,7784.98181818,264876.054215
Sad_665,9689.0,7985.94545455,421447.033388
Sad_666,8693.0,7838.29090909,267321.915372
Sad_667,9803.0,7556.74545455,576339.244298
Sad_668,8515.0,7672.69090909,355780.431736
Sad_669,8606.0,7968.38181818,297202.745124
Sad_670,9236.0,7930.18181818,363154.512397
Sad_671,8519.0,7869.14545455,334818.924298
Sad_672,8593.0,7730.98181818,353710.563306
Sad_673,8547.0,7657.14545455,464875.106116
Sad_674,8219.0,7520.18181818,296091.239669
Sad_675,8085.0,7457.88888889,180134.967452
Sad_676,8292.0,7752.45454545,265315.884298
Sad_677,8419.0,7865.85454545,297332.233388
Sad_678,8587.0,7765.45454545,324576.902479
Sad_679,8379.0,7798.36363636,282285.904132
Sad_680,8446.0,7812.61818182,340521.836033
Sad_681,8455.0,7851.05454545,268382.197025
Sad_682,8387.0,7864.41818182,278533.952397
Sad_683,8506.0,7905.78787879,227642.015611
Sad_684,8075.0,7417.44318182,192451.337681
Sad_685,8206.0,7639.11111111,148361.270483
Sad_686,8428.0,7802.54545455,262651.993388
Sad_687,8599.0,7773.16363636,348762.173223
Sad_688,8389.0,7740.45454545,355187.41157
Sad_689,8392.0,7769.10909091,304910.569917
Sad_690,8695.0,7877.74545455,275457.862479
Sad_691,8552.0,7980.62195122,96937.7961035
Sad_692,7847.0,7037.63636364,347044.340496
Sad_693,7934.0,7146.21126761,199168.363817
Sad_694,8271.0,7615.48863636,161059.227144
Sad_695,8082.0,7465.36363636,234664.195041
Sad_696,7827.0,7346.83636364,260233.773223
Sad_697,8065.0,7381.16666667,84007.5388889
